,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
PLK1,158.0,777.0,712.0,830.0,400.0,556.0,725.0,123.0,177.0,768.0,905.0
PLK2,22.0,984.0,388.0,997.0,260.0,870.0,378.0,138.0,562.0,540.0,527.0
PLK3,211.0,181.0,967.0,154.0,50.0,244.0,443.0,967.0,554.0,220.0,676.0
IGF1R,595.0,532.0,832.0,523.0,166.0,637.0,191.0,454.0,784.0,393.0,175.0
IR,3.0,517.0,833.0,996.0,898.0,499.0,609.0,37.0,321.0,942.0,364.0
ITK,155.0,814.0,150.0,966.0,784.0,686.0,596.0,10.0,777.0,872.0,776.0
RSK2,975.0,31.0,330.0,54.0,438.0,119.0,823.0,255.0,759.0,905.0,756.0
Dihydrofolate reductase (DHFR),963.0,1.0,444.0,2.0,177.0,487.0,511.0,832.0,989.0,866.0,710.0
MTOR,756.0,884.0,759.0,892.0,879.0,632.0,63.0,3.0,137.0,688.0,163.0
AKT1,520.0,756.0,237.0,976.0,174.0,95.0,255.0,321.0,925.0,284.0,658.0
AKT2,238.0,732.0,231.0,988.0,281.0,169.0,122.0,408.0,897.0,301.0,483.0
AKT3,543.0,864.0,2.0,323.0,516.0,978.0,916.0,71.0,805.0,945.0,976.0
HDAC1,105.0,26.0,995.0,546.0,7.0,494.0,502.0,993.0,360.0,423.0,423.0
HDAC3,205.0,946.0,167.0,988.0,226.0,880.0,105.0,114.0,960.0,505.0,565.0
IKK,297.0,126.0,392.0,932.0,813.0,323.0,443.0,402.0,391.0,625.0,413.0
PI3Kbeta,52.0,956.0,61.0,999.0,1000.0,688.0,36.0,8.0,27.0,667.0,754.0
ERK5,583.0,68.0,199.0,81.0,991.0,361.0,146.0,622.0,597.0,462.0,251.0
BET,934.0,48.0,327.0,69.0,223.0,374.0,149.0,969.0,709.0,637.0,29.0
EIF2A,41.0,290.0,721.0,986.0,317.0,239.0,797.0,403.0,383.0,441.0,988.0
ERBB2,243.0,990.0,390.0,997.0,1.0,632.0,651.0,831.0,388.0,454.0,224.0
ROCK1,762.0,73.0,914.0,434.0,450.0,318.0,99.0,299.0,424.0,796.0,727.0
ROCK2,954.0,211.0,545.0,155.0,210.0,469.0,503.0,322.0,949.0,339.0,567.0
Anthracycline,994.0,840.0,479.0,31.0,958.0,182.0,839.0,2.0,259.0,539.0,725.0
TOP2,969.0,813.0,586.0,189.0,995.0,68.0,944.0,0.0,35.0,382.0,930.0
Pyrimidine antimetabolite,18.0,853.0,773.0,562.0,862.0,41.0,696.0,233.0,320.0,634.0,767.0
DNA crosslinker,998.0,497.0,737.0,33.0,326.0,57.0,988.0,61.0,245.0,683.0,873.0
Microtubule destabiliser,999.0,755.0,519.0,2.0,689.0,248.0,548.0,59.0,121.0,627.0,453.0
SHP-1 (PTPN6),59.0,15.0,854.0,919.0,3.0,437.0,957.0,999.0,324.0,439.0,619.0
SHP-2 (PTPN11),129.0,10.0,930.0,822.0,5.0,481.0,977.0,998.0,252.0,565.0,746.0
AR,38.0,57.0,849.0,914.0,34.0,230.0,960.0,987.0,174.0,766.0,895.0
ARFGAP1,41.0,18.0,862.0,570.0,38.0,112.0,724.0,927.0,799.0,879.0,994.0
ATM,1.0,846.0,314.0,997.0,876.0,896.0,129.0,408.0,387.0,646.0,135.0
PPK,998.0,917.0,212.0,256.0,585.0,575.0,636.0,161.0,115.0,283.0,767.0
FLT1,247.0,980.0,295.0,931.0,484.0,686.0,311.0,511.0,246.0,194.0,731.0
c-FGR,980.0,980.0,217.0,512.0,617.0,564.0,663.0,112.0,136.0,127.0,647.0
GSK3A,1000.0,149.0,322.0,12.0,94.0,746.0,771.0,844.0,311.0,636.0,802.0
GSK3B,992.0,125.0,247.0,18.0,66.0,724.0,716.0,932.0,347.0,611.0,717.0
PDGFRA,44.0,4.0,942.0,859.0,763.0,260.0,795.0,622.0,194.0,838.0,954.0
VEGFR2,970.0,19.0,242.0,2.0,737.0,167.0,926.0,679.0,381.0,738.0,970.0
FGFR1,875.0,18.0,133.0,19.0,979.0,372.0,586.0,712.0,78.0,710.0,813.0
TIE2,136.0,46.0,552.0,24.0,937.0,208.0,483.0,789.0,385.0,646.0,936.0
JNK2,859.0,570.0,683.0,139.0,9.0,547.0,436.0,881.0,886.0,321.0,587.0
JNK3,894.0,282.0,619.0,250.0,978.0,299.0,780.0,11.0,157.0,642.0,457.0
FAK,924.0,9.0,722.0,19.0,421.0,484.0,895.0,662.0,419.0,716.0,978.0
FAK2,848.0,5.0,770.0,48.0,443.0,531.0,891.0,633.0,342.0,514.0,974.0
BRD2,25.0,174.0,888.0,759.0,313.0,104.0,424.0,975.0,578.0,140.0,567.0
BRD3,19.0,186.0,840.0,701.0,173.0,156.0,372.0,991.0,648.0,127.0,647.0
BRD4,47.0,0.0,624.0,635.0,79.0,346.0,343.0,1000.0,928.0,902.0,187.0
BRDT,671.0,391.0,357.0,835.0,375.0,728.0,936.0,231.0,75.0,881.0,917.0
HDAC2,0.0,185.0,794.0,1000.0,51.0,654.0,549.0,846.0,911.0,706.0,609.0
HIF-PH,0.0,887.0,515.0,1000.0,717.0,771.0,198.0,605.0,810.0,240.0,23.0
Farnesyl-transferase (FNTA),427.0,59.0,825.0,181.0,1.0,566.0,789.0,982.0,668.0,523.0,960.0
PDK1 (PDPK1),824.0,458.0,495.0,592.0,354.0,675.0,857.0,320.0,497.0,175.0,948.0
not defined,994.0,282.0,23.0,28.0,613.0,513.0,884.0,933.0,634.0,96.0,225.0
XIAP,980.0,25.0,492.0,61.0,0.0,744.0,971.0,1000.0,636.0,538.0,936.0
PPARgamma,519.0,93.0,941.0,583.0,67.0,870.0,904.0,838.0,64.0,767.0,728.0
PPARdelta,474.0,149.0,928.0,592.0,39.0,901.0,862.0,890.0,67.0,757.0,738.0
Procaspase-3,1000.0,30.0,10.0,11.0,239.0,383.0,729.0,675.0,973.0,901.0,656.0
Procaspase-7,1000.0,22.0,12.0,6.0,284.0,338.0,701.0,681.0,953.0,895.0,630.0
PAK1,996.0,2.0,237.0,0.0,1.0,705.0,886.0,999.0,860.0,634.0,976.0
SGK2,283.0,304.0,605.0,402.0,143.0,246.0,920.0,761.0,352.0,799.0,988.0
SGK3,286.0,393.0,580.0,398.0,119.0,255.0,871.0,827.0,293.0,780.0,989.0
SYK,959.0,339.0,265.0,0.0,18.0,850.0,680.0,969.0,947.0,612.0,758.0
Antimetabolite (DNA & RNA),957.0,109.0,611.0,4.0,127.0,836.0,697.0,592.0,969.0,246.0,790.0
SERCA,999.0,243.0,832.0,0.0,625.0,580.0,533.0,261.0,230.0,466.0,784.0
BCL2,855.0,43.0,926.0,742.0,0.0,89.0,978.0,996.0,34.0,478.0,868.0
BCL-XL,910.0,53.0,931.0,591.0,0.0,104.0,979.0,998.0,30.0,540.0,906.0
BCL-W,806.0,226.0,366.0,561.0,0.0,806.0,906.0,1000.0,482.0,441.0,944.0
MCL1,993.0,402.0,259.0,11.0,982.0,812.0,104.0,9.0,877.0,798.0,424.0
Retinioic X receptor (RXR) agonist,2.0,621.0,873.0,1000.0,106.0,954.0,681.0,413.0,277.0,716.0,879.0
dsDNA break induction,1000.0,793.0,456.0,0.0,1000.0,507.0,550.0,0.0,72.0,771.0,577.0
BTK,62.0,611.0,83.0,972.0,233.0,850.0,955.0,533.0,973.0,199.0,801.0
HSP90,978.0,538.0,848.0,3.0,916.0,333.0,27.0,18.0,665.0,802.0,377.0
Biguanide agent,635.0,561.0,993.0,199.0,78.0,365.0,371.0,975.0,27.0,85.0,226.0
PDGFRB,948.0,456.0,26.0,138.0,113.0,737.0,576.0,477.0,945.0,892.0,649.0
IKK1,887.0,662.0,94.0,261.0,35.0,750.0,831.0,744.0,950.0,336.0,484.0
IKK2,138.0,687.0,176.0,394.0,714.0,601.0,71.0,832.0,921.0,337.0,45.0
Amyloid beta20,4.0,349.0,492.0,962.0,98.0,630.0,525.0,876.0,601.0,950.0,575.0
Amyloid beta40,6.0,280.0,462.0,936.0,107.0,698.0,622.0,952.0,525.0,942.0,635.0
JAK1,470.0,579.0,729.0,590.0,310.0,227.0,933.0,692.0,150.0,321.0,571.0
JAK2,624.0,401.0,34.0,97.0,805.0,785.0,47.0,482.0,976.0,806.0,233.0
JNK1,999.0,276.0,247.0,11.0,0.0,649.0,920.0,939.0,589.0,703.0,921.0
KSP,810.0,593.0,639.0,97.0,8.0,620.0,763.0,819.0,778.0,322.0,736.0
CDK6,43.0,877.0,505.0,464.0,989.0,835.0,36.0,219.0,453.0,566.0,8.0
p38alpha,686.0,955.0,382.0,878.0,3.0,855.0,932.0,907.0,243.0,273.0,311.0
p38beta,606.0,950.0,515.0,887.0,2.0,830.0,939.0,909.0,218.0,340.0,301.0
PI3K (class 1),75.0,930.0,48.0,999.0,876.0,735.0,98.0,11.0,960.0,528.0,264.0
PI3Kgamma,231.0,484.0,218.0,381.0,670.0,670.0,97.0,422.0,971.0,688.0,204.0
PKCB,902.0,837.0,81.0,5.0,389.0,735.0,81.0,744.0,932.0,508.0,187.0
RSK,492.0,217.0,71.0,79.0,152.0,392.0,951.0,998.0,639.0,530.0,574.0
PI3Kdelta,5.0,959.0,2.0,999.0,954.0,817.0,255.0,323.0,600.0,430.0,794.0
G9a and GLP methyltransferases,1000.0,19.0,35.0,0.0,694.0,398.0,367.0,858.0,683.0,849.0,186.0
FLT4,3.0,345.0,649.0,972.0,939.0,545.0,77.0,499.0,559.0,652.0,372.0
AXL,0.0,748.0,569.0,989.0,920.0,645.0,89.0,533.0,562.0,459.0,438.0
NTRK2,852.0,394.0,247.0,10.0,663.0,819.0,414.0,464.0,717.0,857.0,320.0
IRAK1,598.0,744.0,101.0,271.0,266.0,573.0,889.0,723.0,964.0,56.0,318.0
LTK,17.0,6.0,838.0,783.0,446.0,293.0,632.0,976.0,153.0,764.0,818.0
Autophagy inducer,248.0,38.0,157.0,852.0,149.0,859.0,848.0,956.0,432.0,727.0,924.0
TAK1,1000.0,134.0,295.0,0.0,471.0,556.0,324.0,650.0,541.0,336.0,675.0
MAP4K2,11.0,981.0,265.0,997.0,997.0,297.0,194.0,4.0,695.0,100.0,255.0
TAK,323.0,664.0,317.0,276.0,975.0,328.0,24.0,393.0,763.0,101.0,609.0
ERK2,5.0,401.0,919.0,271.0,378.0,235.0,112.0,998.0,569.0,99.0,171.0
ERK1,933.0,968.0,51.0,996.0,42.0,830.0,938.0,132.0,635.0,507.0,515.0
HDAC6,426.0,971.0,216.0,494.0,992.0,677.0,203.0,139.0,357.0,66.0,209.0
HDAC8,146.0,294.0,40.0,700.0,477.0,749.0,821.0,888.0,901.0,436.0,739.0
Endothelin-1 receptor (EDNRA),524.0,189.0,374.0,825.0,12.0,265.0,984.0,964.0,613.0,177.0,976.0
BIRC5,991.0,816.0,719.0,28.0,921.0,625.0,511.0,78.0,142.0,63.0,383.0
MDM4,84.0,994.0,744.0,987.0,803.0,395.0,869.0,134.0,345.0,0.0,639.0
HDAC,41.0,660.0,475.0,1000.0,3.0,384.0,805.0,923.0,667.0,170.0,601.0
RAR,13.0,549.0,631.0,999.0,0.0,440.0,881.0,987.0,594.0,296.0,659.0
HDAC1-10,658.0,0.0,951.0,13.0,835.0,194.0,763.0,783.0,160.0,510.0,890.0
VEGFR1,954.0,830.0,128.0,734.0,194.0,417.0,806.0,262.0,719.0,247.0,393.0
VEGFR3,938.0,922.0,59.0,833.0,106.0,398.0,773.0,255.0,717.0,273.0,308.0
MEK5,84.0,683.0,184.0,479.0,999.0,442.0,471.0,145.0,277.0,248.0,883.0
MTORC2,0.0,420.0,581.0,964.0,902.0,708.0,449.0,519.0,757.0,401.0,472.0
Angiopoietin-1 receptor,219.0,299.0,460.0,930.0,51.0,516.0,975.0,761.0,591.0,254.0,985.0
JAK3,15.0,989.0,299.0,996.0,469.0,795.0,108.0,442.0,426.0,454.0,91.0
IKKB,11.0,371.0,288.0,740.0,804.0,428.0,184.0,930.0,825.0,149.0,600.0
MAP3K8,1.0,880.0,135.0,947.0,189.0,752.0,80.0,948.0,885.0,556.0,191.0
MPS1,89.0,587.0,900.0,336.0,439.0,462.0,111.0,846.0,922.0,79.0,59.0
EPHB4,173.0,345.0,583.0,43.0,849.0,270.0,37.0,971.0,490.0,244.0,249.0
RNA Polymerase 1,647.0,704.0,330.0,19.0,941.0,887.0,120.0,130.0,951.0,147.0,667.0
PI3Kalpha,0.0,931.0,77.0,997.0,955.0,951.0,152.0,41.0,975.0,449.0,607.0
DAPK3,0.0,914.0,78.0,989.0,944.0,957.0,136.0,87.0,984.0,482.0,558.0
CLK4,1.0,892.0,95.0,988.0,972.0,946.0,145.0,53.0,975.0,510.0,623.0
PIM3,0.0,746.0,81.0,1000.0,842.0,956.0,546.0,183.0,910.0,713.0,782.0
HIPK2,0.0,916.0,93.0,998.0,962.0,952.0,112.0,57.0,973.0,507.0,539.0
ALK5,38.0,74.0,758.0,306.0,384.0,348.0,169.0,980.0,652.0,763.0,160.0
TNKS1,5.0,374.0,912.0,946.0,950.0,172.0,13.0,183.0,420.0,791.0,187.0
TNKS2,0.0,491.0,929.0,989.0,925.0,214.0,6.0,239.0,538.0,711.0,232.0
ROCK,900.0,30.0,439.0,24.0,64.0,672.0,332.0,910.0,997.0,253.0,709.0
PYKFYVE,32.0,119.0,467.0,728.0,960.0,298.0,12.0,484.0,961.0,522.0,83.0
DDR1,40.0,953.0,256.0,838.0,772.0,153.0,884.0,328.0,557.0,119.0,968.0
RIPK1,606.0,57.0,532.0,219.0,0.0,513.0,995.0,982.0,766.0,502.0,962.0
CAMK2,124.0,665.0,141.0,935.0,73.0,679.0,943.0,872.0,869.0,249.0,824.0
LXR,298.0,31.0,613.0,521.0,257.0,402.0,967.0,743.0,545.0,862.0,821.0
FXR,390.0,11.0,725.0,479.0,159.0,409.0,964.0,792.0,547.0,883.0,794.0
SIRT1,7.0,117.0,611.0,995.0,170.0,378.0,800.0,987.0,301.0,262.0,865.0
AMPK agonist,333.0,339.0,189.0,863.0,0.0,770.0,958.0,1000.0,483.0,734.0,955.0
TOP1,826.0,819.0,793.0,206.0,960.0,165.0,879.0,34.0,10.0,628.0,377.0
Antimetabolite,997.0,286.0,429.0,28.0,945.0,418.0,461.0,2.0,523.0,922.0,154.0
Retinoic acid,5.0,929.0,918.0,1000.0,60.0,768.0,691.0,885.0,44.0,128.0,64.0
HDAC inhibitor Class I,959.0,68.0,907.0,732.0,61.0,269.0,890.0,743.0,2.0,884.0,412.0
IIa,921.0,97.0,918.0,826.0,13.0,234.0,858.0,896.0,6.0,768.0,437.0
IIb,981.0,78.0,896.0,602.0,16.0,281.0,904.0,888.0,5.0,775.0,372.0
IV,962.0,62.0,936.0,716.0,2.0,254.0,936.0,919.0,4.0,857.0,491.0
MEK1,41.0,114.0,793.0,45.0,516.0,581.0,27.0,1000.0,467.0,831.0,1.0
MEK2,2.0,191.0,722.0,227.0,590.0,643.0,14.0,1000.0,488.0,789.0,0.0
PARP1,547.0,364.0,458.0,675.0,988.0,472.0,591.0,36.0,29.0,920.0,474.0
PARP2,639.0,430.0,428.0,505.0,972.0,461.0,592.0,88.0,56.0,872.0,366.0
TEC,794.0,961.0,628.0,853.0,274.0,569.0,287.0,377.0,142.0,187.0,36.0
CRBN,4.0,369.0,768.0,1000.0,88.0,372.0,954.0,960.0,27.0,152.0,548.0
CHEK1,1000.0,850.0,109.0,6.0,924.0,596.0,671.0,7.0,47.0,886.0,414.0
CHEK2,1000.0,870.0,230.0,72.0,688.0,333.0,501.0,9.0,438.0,662.0,379.0
NTRK1,1000.0,644.0,704.0,39.0,135.0,76.0,376.0,101.0,655.0,198.0,126.0
NTRK3,827.0,196.0,622.0,36.0,828.0,623.0,109.0,248.0,150.0,992.0,553.0
p38,488.0,220.0,577.0,996.0,333.0,275.0,954.0,679.0,30.0,241.0,336.0
TBK1,846.0,222.0,800.0,258.0,903.0,332.0,89.0,165.0,142.0,705.0,236.0
DNAPK,55.0,147.0,460.0,873.0,115.0,816.0,19.0,951.0,819.0,913.0,36.0
PIM1,839.0,54.0,638.0,351.0,62.0,326.0,975.0,913.0,66.0,823.0,822.0
JNK,427.0,516.0,471.0,957.0,360.0,132.0,995.0,559.0,122.0,325.0,806.0
WEE1,844.0,324.0,350.0,13.0,946.0,865.0,780.0,507.0,10.0,885.0,648.0
MDM2,989.0,735.0,145.0,263.0,952.0,241.0,902.0,392.0,2.0,279.0,86.0
FGFR3,277.0,894.0,105.0,996.0,781.0,816.0,285.0,223.0,268.0,446.0,98.0
PI3K (Class 1),998.0,44.0,845.0,10.0,780.0,160.0,29.0,351.0,63.0,960.0,298.0
PPM1D,287.0,852.0,346.0,984.0,747.0,476.0,351.0,218.0,296.0,554.0,166.0
RAC1,3.0,743.0,716.0,1000.0,885.0,358.0,694.0,169.0,291.0,187.0,267.0
RAC2,3.0,754.0,777.0,998.0,805.0,465.0,670.0,221.0,286.0,180.0,253.0
RAC3,5.0,730.0,805.0,1000.0,844.0,457.0,725.0,168.0,258.0,249.0,267.0
S6K1,0.0,790.0,922.0,1000.0,976.0,214.0,303.0,324.0,104.0,211.0,185.0
LOK,871.0,845.0,596.0,844.0,528.0,568.0,611.0,129.0,64.0,509.0,157.0
TRCB,762.0,871.0,601.0,828.0,624.0,461.0,628.0,102.0,49.0,462.0,171.0
ABL(T315I),955.0,849.0,579.0,665.0,418.0,405.0,598.0,276.0,49.0,372.0,142.0
ADCK4,78.0,4.0,841.0,151.0,290.0,182.0,800.0,997.0,474.0,426.0,746.0
BRSK2,893.0,49.0,524.0,200.0,732.0,270.0,327.0,770.0,448.0,656.0,309.0
MARK4,981.0,12.0,478.0,44.0,438.0,237.0,403.0,839.0,431.0,761.0,465.0
PRKCD,944.0,30.0,393.0,71.0,575.0,300.0,218.0,812.0,546.0,753.0,299.0
SPRK1,866.0,208.0,341.0,172.0,564.0,369.0,124.0,618.0,454.0,606.0,88.0
MAPK7,418.0,74.0,159.0,951.0,22.0,586.0,596.0,937.0,969.0,680.0,397.0
ATR,988.0,456.0,55.0,63.0,615.0,722.0,250.0,676.0,672.0,279.0,163.0
ALK4,989.0,645.0,809.0,498.0,103.0,548.0,974.0,144.0,104.0,354.0,882.0
ESR1,57.0,152.0,423.0,999.0,22.0,496.0,774.0,974.0,781.0,153.0,553.0
EGLN1,989.0,117.0,504.0,22.0,990.0,125.0,631.0,188.0,46.0,688.0,131.0
RNA helicase A,1000.0,91.0,617.0,0.0,563.0,332.0,885.0,241.0,94.0,902.0,741.0
Induces reactive oxygen species,1000.0,31.0,723.0,2.0,500.0,252.0,757.0,596.0,114.0,724.0,757.0
NAMPT,986.0,13.0,725.0,16.0,754.0,588.0,679.0,165.0,127.0,975.0,800.0
TRAIL receptor agonist,64.0,867.0,450.0,743.0,544.0,185.0,377.0,892.0,409.0,103.0,313.0
L3MBTL3,351.0,24.0,908.0,714.0,114.0,271.0,971.0,879.0,211.0,536.0,949.0
DOT1L,783.0,18.0,292.0,107.0,788.0,518.0,839.0,532.0,350.0,782.0,742.0
DNA alkylating agent,671.0,103.0,712.0,508.0,8.0,600.0,996.0,969.0,111.0,621.0,949.0
NAE,668.0,619.0,809.0,236.0,989.0,245.0,595.0,9.0,164.0,515.0,381.0
