,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Microtubule destabiliser,158.0,830.0,885.0,177.0,7.0,209.0,471.0,997.0,110.0,759.0,596.0
SHP-1 (PTPN6),204.0,261.0,83.0,967.0,544.0,756.0,581.0,884.0,499.0,269.0,601.0
SHP-2 (PTPN11),279.0,188.0,133.0,963.0,728.0,573.0,661.0,671.0,464.0,175.0,540.0
AR,391.0,113.0,943.0,974.0,384.0,809.0,732.0,414.0,338.0,234.0,224.0
ARFGAP1,898.0,200.0,528.0,588.0,479.0,19.0,249.0,335.0,684.0,655.0,206.0
ATM,259.0,461.0,7.0,848.0,226.0,318.0,487.0,929.0,890.0,125.0,914.0
PPK,793.0,423.0,90.0,73.0,487.0,213.0,683.0,759.0,936.0,532.0,175.0
FLT1,977.0,404.0,37.0,1.0,581.0,213.0,787.0,980.0,544.0,428.0,252.0
c-FGR,828.0,438.0,49.0,72.0,542.0,229.0,679.0,675.0,965.0,479.0,172.0
GSK3A,871.0,460.0,901.0,46.0,613.0,947.0,698.0,294.0,435.0,453.0,244.0
GSK3B,684.0,555.0,745.0,188.0,727.0,961.0,654.0,195.0,451.0,447.0,302.0
PDGFRA,114.0,793.0,994.0,604.0,161.0,996.0,722.0,289.0,462.0,619.0,272.0
VEGFR2,643.0,859.0,89.0,652.0,842.0,241.0,304.0,27.0,829.0,694.0,564.0
FGFR1,722.0,829.0,10.0,189.0,214.0,349.0,805.0,963.0,546.0,172.0,851.0
TIE2,995.0,776.0,10.0,1.0,644.0,224.0,468.0,433.0,663.0,552.0,635.0
JNK2,862.0,947.0,432.0,52.0,956.0,990.0,656.0,0.0,832.0,612.0,342.0
JNK3,962.0,342.0,440.0,171.0,4.0,223.0,394.0,996.0,312.0,436.0,421.0
FAK,892.0,366.0,641.0,213.0,99.0,236.0,711.0,772.0,496.0,838.0,65.0
FAK2,856.0,342.0,693.0,232.0,57.0,183.0,783.0,909.0,550.0,859.0,33.0
BRD2,678.0,538.0,25.0,506.0,852.0,204.0,345.0,399.0,721.0,844.0,305.0
BRD3,730.0,415.0,56.0,390.0,666.0,202.0,434.0,664.0,752.0,713.0,205.0
BRD4,679.0,304.0,965.0,301.0,392.0,24.0,755.0,111.0,241.0,792.0,349.0
BRDT,10.0,611.0,874.0,900.0,528.0,679.0,569.0,479.0,648.0,677.0,325.0
HDAC2,15.0,725.0,298.0,784.0,11.0,778.0,775.0,993.0,852.0,652.0,683.0
HIF-PH,796.0,783.0,171.0,366.0,310.0,885.0,813.0,264.0,703.0,151.0,780.0
Farnesyl-transferase (FNTA),782.0,473.0,842.0,7.0,256.0,837.0,965.0,404.0,829.0,500.0,129.0
PDK1 (PDPK1),490.0,878.0,0.0,528.0,773.0,215.0,310.0,977.0,691.0,378.0,903.0
not defined,538.0,853.0,104.0,718.0,981.0,476.0,229.0,117.0,839.0,19.0,760.0
XIAP,812.0,990.0,165.0,82.0,913.0,953.0,233.0,0.0,860.0,705.0,837.0
PPARgamma,168.0,978.0,952.0,149.0,30.0,993.0,751.0,694.0,319.0,542.0,644.0
PPARdelta,205.0,977.0,957.0,122.0,26.0,994.0,742.0,686.0,330.0,505.0,666.0
Procaspase-3,77.0,257.0,51.0,977.0,996.0,118.0,474.0,13.0,799.0,139.0,800.0
Procaspase-7,73.0,268.0,48.0,979.0,997.0,126.0,448.0,17.0,823.0,155.0,824.0
PAK1,656.0,681.0,342.0,65.0,24.0,262.0,859.0,989.0,821.0,37.0,724.0
SGK2,904.0,196.0,618.0,60.0,396.0,30.0,623.0,314.0,564.0,931.0,209.0
SGK3,906.0,207.0,646.0,57.0,476.0,32.0,607.0,251.0,564.0,915.0,169.0
SYK,996.0,80.0,610.0,9.0,158.0,129.0,756.0,836.0,940.0,367.0,9.0
Antimetabolite (DNA & RNA),999.0,214.0,427.0,243.0,375.0,325.0,439.0,411.0,261.0,913.0,75.0
SERCA,424.0,722.0,979.0,35.0,1.0,221.0,512.0,985.0,480.0,881.0,325.0
BCL2,259.0,338.0,981.0,914.0,480.0,149.0,127.0,254.0,212.0,408.0,652.0
BCL-XL,355.0,420.0,976.0,851.0,422.0,220.0,101.0,202.0,215.0,469.0,647.0
BCL-W,142.0,319.0,473.0,977.0,901.0,74.0,327.0,205.0,780.0,384.0,274.0
MCL1,870.0,854.0,587.0,3.0,102.0,965.0,857.0,858.0,346.0,534.0,534.0
Retinioic X receptor (RXR) agonist,619.0,407.0,972.0,244.0,52.0,964.0,759.0,221.0,369.0,882.0,355.0
dsDNA break induction,940.0,896.0,202.0,22.0,247.0,822.0,507.0,206.0,405.0,906.0,756.0
BTK,574.0,538.0,208.0,385.0,268.0,52.0,469.0,701.0,953.0,32.0,812.0
HSP90,972.0,896.0,470.0,21.0,1000.0,854.0,600.0,3.0,598.0,709.0,17.0
Biguanide agent,197.0,878.0,186.0,989.0,1000.0,950.0,295.0,0.0,891.0,353.0,573.0
PDGFRB,448.0,771.0,3.0,535.0,966.0,148.0,428.0,244.0,910.0,228.0,707.0
IKK1,730.0,405.0,93.0,944.0,985.0,57.0,139.0,23.0,855.0,215.0,465.0
IKK2,0.0,644.0,16.0,897.0,834.0,636.0,639.0,936.0,686.0,401.0,873.0
Amyloid beta20,289.0,535.0,608.0,770.0,927.0,978.0,435.0,21.0,481.0,887.0,320.0
Amyloid beta40,270.0,591.0,577.0,826.0,925.0,964.0,394.0,13.0,460.0,930.0,376.0
JAK1,292.0,832.0,132.0,984.0,997.0,983.0,311.0,1.0,551.0,235.0,737.0
JAK2,157.0,721.0,77.0,869.0,831.0,12.0,318.0,149.0,646.0,439.0,950.0
JNK1,817.0,31.0,278.0,324.0,522.0,25.0,868.0,1000.0,91.0,520.0,11.0
KSP,164.0,375.0,860.0,353.0,64.0,188.0,499.0,955.0,878.0,198.0,317.0
CDK6,6.0,663.0,80.0,996.0,877.0,474.0,243.0,172.0,189.0,570.0,990.0
p38alpha,62.0,359.0,524.0,870.0,724.0,970.0,643.0,552.0,987.0,45.0,154.0
p38beta,70.0,407.0,543.0,857.0,570.0,950.0,579.0,585.0,995.0,69.0,218.0
PI3K (class 1),968.0,471.0,353.0,326.0,879.0,67.0,141.0,99.0,604.0,524.0,239.0
PI3Kgamma,343.0,970.0,1.0,298.0,972.0,803.0,350.0,589.0,868.0,601.0,760.0
PKCB,43.0,472.0,3.0,947.0,972.0,145.0,854.0,870.0,752.0,193.0,419.0
RSK,770.0,248.0,208.0,772.0,261.0,581.0,631.0,788.0,709.0,85.0,564.0
PI3Kdelta,964.0,345.0,7.0,438.0,685.0,435.0,242.0,526.0,782.0,524.0,461.0
G9a and GLP methyltransferases,53.0,26.0,57.0,981.0,999.0,6.0,907.0,654.0,199.0,158.0,432.0
FLT4,901.0,166.0,541.0,121.0,333.0,54.0,543.0,970.0,52.0,713.0,308.0
AXL,806.0,541.0,153.0,21.0,790.0,585.0,689.0,946.0,58.0,350.0,724.0
NTRK2,530.0,613.0,545.0,711.0,146.0,32.0,159.0,798.0,73.0,678.0,859.0
IRAK1,801.0,681.0,61.0,739.0,913.0,18.0,172.0,157.0,615.0,281.0,587.0
LTK,20.0,443.0,135.0,962.0,298.0,788.0,811.0,895.0,357.0,373.0,877.0
Autophagy inducer,764.0,577.0,24.0,855.0,991.0,173.0,264.0,92.0,353.0,388.0,577.0
TAK1,941.0,551.0,921.0,2.0,307.0,685.0,820.0,727.0,321.0,382.0,197.0
MAP4K2,99.0,580.0,4.0,789.0,897.0,929.0,398.0,952.0,409.0,525.0,699.0
TAK,383.0,370.0,523.0,13.0,696.0,816.0,981.0,943.0,408.0,236.0,286.0
ERK2,746.0,922.0,15.0,50.0,907.0,980.0,700.0,46.0,770.0,567.0,887.0
ERK1,30.0,281.0,360.0,957.0,882.0,942.0,757.0,862.0,734.0,246.0,140.0
HDAC6,910.0,244.0,348.0,109.0,563.0,111.0,847.0,987.0,257.0,602.0,3.0
HDAC8,136.0,199.0,931.0,963.0,6.0,456.0,459.0,477.0,840.0,495.0,713.0
Endothelin-1 receptor (EDNRA),339.0,267.0,203.0,973.0,909.0,878.0,362.0,123.0,720.0,193.0,632.0
BIRC5,984.0,522.0,482.0,74.0,524.0,53.0,490.0,919.0,55.0,630.0,56.0
MDM4,786.0,188.0,927.0,324.0,174.0,98.0,713.0,995.0,62.0,183.0,99.0
HDAC,350.0,432.0,741.0,822.0,838.0,535.0,512.0,381.0,236.0,314.0,264.0
RAR,263.0,448.0,654.0,929.0,933.0,472.0,493.0,173.0,244.0,310.0,423.0
HDAC1-10,907.0,236.0,195.0,159.0,277.0,80.0,716.0,1000.0,90.0,618.0,16.0
VEGFR1,56.0,740.0,416.0,988.0,914.0,545.0,204.0,217.0,350.0,372.0,766.0
VEGFR3,24.0,484.0,674.0,968.0,841.0,533.0,395.0,671.0,197.0,212.0,671.0
MEK5,124.0,716.0,73.0,557.0,940.0,984.0,605.0,226.0,752.0,333.0,853.0
MTORC2,441.0,227.0,884.0,328.0,99.0,100.0,544.0,998.0,767.0,16.0,346.0
Angiopoietin-1 receptor,139.0,303.0,797.0,706.0,997.0,821.0,896.0,150.0,501.0,106.0,120.0
JAK3,306.0,605.0,523.0,120.0,564.0,938.0,657.0,219.0,911.0,179.0,809.0
IKKB,593.0,480.0,218.0,330.0,274.0,752.0,578.0,876.0,733.0,160.0,600.0
MAP3K8,39.0,301.0,74.0,731.0,917.0,445.0,941.0,992.0,450.0,132.0,290.0
MPS1,315.0,835.0,1.0,372.0,988.0,797.0,711.0,255.0,628.0,754.0,694.0
EPHB4,344.0,558.0,373.0,44.0,962.0,951.0,852.0,527.0,503.0,237.0,447.0
RNA Polymerase 1,1000.0,275.0,943.0,85.0,742.0,40.0,248.0,5.0,573.0,442.0,94.0
PI3Kalpha,802.0,648.0,256.0,249.0,277.0,31.0,369.0,697.0,883.0,233.0,383.0
DAPK3,888.0,560.0,407.0,145.0,110.0,17.0,427.0,863.0,864.0,221.0,301.0
CLK4,832.0,583.0,414.0,200.0,139.0,21.0,430.0,861.0,860.0,204.0,318.0
PIM3,287.0,645.0,261.0,639.0,581.0,144.0,265.0,487.0,978.0,97.0,457.0
HIPK2,774.0,648.0,295.0,219.0,293.0,22.0,385.0,654.0,884.0,218.0,390.0
ALK5,17.0,605.0,222.0,996.0,990.0,994.0,449.0,36.0,676.0,579.0,731.0
TNKS1,663.0,177.0,524.0,322.0,852.0,673.0,487.0,804.0,224.0,839.0,66.0
TNKS2,557.0,227.0,534.0,380.0,918.0,639.0,479.0,639.0,245.0,831.0,146.0
ROCK,210.0,547.0,121.0,474.0,991.0,618.0,658.0,75.0,413.0,441.0,825.0
PYKFYVE,56.0,788.0,107.0,588.0,1000.0,968.0,468.0,419.0,450.0,493.0,204.0
DDR1,795.0,446.0,65.0,366.0,194.0,17.0,578.0,859.0,772.0,118.0,812.0
RIPK1,79.0,290.0,801.0,629.0,71.0,120.0,607.0,915.0,937.0,52.0,556.0
CAMK2,461.0,333.0,123.0,973.0,515.0,337.0,443.0,342.0,362.0,374.0,902.0
LXR,52.0,728.0,616.0,850.0,34.0,965.0,211.0,905.0,959.0,291.0,587.0
FXR,59.0,622.0,810.0,705.0,62.0,953.0,293.0,925.0,958.0,186.0,414.0
SIRT1,709.0,88.0,317.0,879.0,585.0,393.0,839.0,839.0,608.0,129.0,154.0
AMPK agonist,13.0,66.0,252.0,1000.0,814.0,63.0,647.0,811.0,516.0,502.0,305.0
TOP1,673.0,889.0,288.0,538.0,68.0,856.0,42.0,331.0,205.0,974.0,934.0
Antimetabolite,145.0,592.0,201.0,904.0,21.0,361.0,393.0,770.0,48.0,975.0,964.0
Retinoic acid,4.0,529.0,6.0,1000.0,889.0,669.0,240.0,886.0,724.0,245.0,843.0
HDAC inhibitor Class I,16.0,252.0,984.0,938.0,0.0,138.0,517.0,999.0,72.0,357.0,736.0
IIa,29.0,353.0,978.0,923.0,2.0,213.0,457.0,993.0,132.0,341.0,831.0
IIb,20.0,331.0,987.0,949.0,1.0,125.0,480.0,999.0,70.0,350.0,809.0
IV,42.0,314.0,955.0,938.0,4.0,145.0,411.0,992.0,80.0,369.0,793.0
MEK1,282.0,810.0,246.0,422.0,998.0,961.0,710.0,1.0,276.0,606.0,943.0
MEK2,273.0,805.0,272.0,435.0,982.0,952.0,711.0,12.0,203.0,569.0,959.0
PARP1,233.0,747.0,263.0,929.0,314.0,978.0,59.0,188.0,372.0,806.0,971.0
PARP2,350.0,553.0,259.0,942.0,509.0,952.0,73.0,143.0,402.0,793.0,925.0
TEC,0.0,941.0,74.0,998.0,709.0,990.0,125.0,102.0,326.0,929.0,996.0
CRBN,35.0,99.0,366.0,996.0,805.0,631.0,563.0,491.0,263.0,556.0,518.0
CHEK1,89.0,415.0,515.0,830.0,336.0,645.0,128.0,771.0,7.0,963.0,978.0
CHEK2,901.0,464.0,847.0,127.0,829.0,63.0,210.0,146.0,18.0,895.0,621.0
NTRK1,765.0,914.0,965.0,164.0,956.0,758.0,411.0,0.0,431.0,779.0,582.0
NTRK3,148.0,503.0,949.0,559.0,4.0,495.0,271.0,959.0,30.0,867.0,917.0
p38,1.0,242.0,422.0,1000.0,300.0,382.0,564.0,1000.0,263.0,112.0,761.0
TBK1,435.0,790.0,885.0,378.0,32.0,840.0,545.0,928.0,46.0,843.0,650.0
DNAPK,285.0,675.0,58.0,877.0,524.0,312.0,83.0,907.0,52.0,911.0,825.0
PIM1,23.0,531.0,450.0,942.0,889.0,992.0,248.0,161.0,762.0,441.0,718.0
JNK,10.0,797.0,343.0,986.0,998.0,990.0,499.0,14.0,742.0,434.0,339.0
WEE1,3.0,415.0,108.0,987.0,89.0,977.0,529.0,977.0,318.0,586.0,962.0
MDM2,16.0,459.0,577.0,998.0,861.0,1000.0,550.0,42.0,369.0,738.0,711.0
FGFR3,118.0,442.0,272.0,711.0,529.0,401.0,871.0,989.0,142.0,51.0,798.0
PI3K (Class 1),51.0,815.0,508.0,861.0,431.0,957.0,288.0,933.0,16.0,873.0,809.0
PPM1D,26.0,590.0,370.0,988.0,844.0,986.0,406.0,391.0,457.0,516.0,556.0
RAC1,121.0,553.0,822.0,974.0,944.0,998.0,347.0,19.0,330.0,769.0,425.0
RAC2,161.0,543.0,717.0,966.0,947.0,996.0,326.0,8.0,393.0,758.0,466.0
RAC3,193.0,472.0,758.0,965.0,926.0,994.0,325.0,17.0,385.0,683.0,362.0
S6K1,224.0,730.0,25.0,986.0,977.0,996.0,257.0,18.0,559.0,833.0,724.0
LOK,424.0,311.0,938.0,267.0,246.0,73.0,694.0,767.0,215.0,706.0,173.0
TRCB,564.0,333.0,947.0,241.0,334.0,49.0,633.0,443.0,254.0,759.0,224.0
ABL(T315I),384.0,332.0,972.0,288.0,136.0,91.0,668.0,857.0,208.0,788.0,219.0
ADCK4,823.0,151.0,142.0,962.0,905.0,6.0,135.0,205.0,474.0,569.0,416.0
BRSK2,751.0,170.0,835.0,622.0,382.0,57.0,417.0,272.0,320.0,722.0,160.0
MARK4,652.0,156.0,943.0,715.0,91.0,71.0,370.0,634.0,352.0,797.0,174.0
PRKCD,642.0,213.0,931.0,621.0,167.0,42.0,425.0,565.0,343.0,807.0,150.0
SPRK1,834.0,246.0,926.0,631.0,190.0,30.0,356.0,308.0,370.0,869.0,179.0
MAPK7,829.0,467.0,915.0,366.0,139.0,83.0,600.0,136.0,284.0,910.0,337.0
ATR,810.0,187.0,402.0,666.0,465.0,1.0,367.0,886.0,192.0,482.0,419.0
ALK4,876.0,29.0,993.0,334.0,445.0,49.0,766.0,354.0,183.0,268.0,137.0
ESR1,624.0,4.0,787.0,872.0,871.0,124.0,838.0,768.0,130.0,299.0,78.0
EGLN1,613.0,884.0,986.0,85.0,386.0,960.0,269.0,31.0,338.0,719.0,509.0
RNA helicase A,381.0,586.0,977.0,26.0,287.0,877.0,803.0,617.0,557.0,423.0,283.0
Induces reactive oxygen species,923.0,293.0,939.0,90.0,804.0,287.0,642.0,221.0,160.0,600.0,76.0
NAMPT,580.0,19.0,818.0,640.0,1.0,37.0,661.0,1000.0,76.0,309.0,307.0
TRAIL receptor agonist,184.0,123.0,943.0,815.0,414.0,272.0,554.0,833.0,176.0,683.0,91.0
L3MBTL3,721.0,18.0,746.0,736.0,278.0,776.0,534.0,952.0,202.0,449.0,116.0
DOT1L,504.0,720.0,269.0,455.0,917.0,807.0,426.0,135.0,665.0,469.0,311.0
DNA alkylating agent,468.0,80.0,630.0,988.0,678.0,501.0,290.0,419.0,632.0,211.0,318.0
NAE,356.0,945.0,219.0,129.0,837.0,795.0,615.0,41.0,327.0,955.0,789.0
