,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
TOP2,143.0,718.0,962.0,509.0,639.0,589.0,376.0,0.0,981.0,967.0,915.0
Pyrimidine antimetabolite,470.0,966.0,919.0,549.0,811.0,262.0,569.0,16.0,637.0,180.0,950.0
DNA crosslinker,153.0,855.0,898.0,723.0,980.0,706.0,123.0,0.0,877.0,839.0,851.0
Microtubule destabiliser,226.0,86.0,702.0,367.0,269.0,858.0,317.0,51.0,986.0,979.0,730.0
SHP-1 (PTPN6),494.0,326.0,428.0,354.0,286.0,854.0,795.0,804.0,117.0,61.0,689.0
SHP-2 (PTPN11),556.0,348.0,403.0,348.0,216.0,829.0,789.0,874.0,102.0,63.0,656.0
AR,855.0,158.0,34.0,674.0,373.0,440.0,249.0,905.0,134.0,959.0,37.0
ARFGAP1,166.0,956.0,306.0,899.0,793.0,481.0,257.0,167.0,505.0,662.0,367.0
ATM,246.0,722.0,277.0,940.0,697.0,119.0,379.0,89.0,373.0,978.0,906.0
PPK,129.0,606.0,502.0,825.0,49.0,825.0,389.0,428.0,532.0,700.0,978.0
FLT1,370.0,697.0,800.0,894.0,161.0,222.0,810.0,424.0,881.0,73.0,988.0
c-FGR,135.0,619.0,581.0,772.0,39.0,774.0,411.0,380.0,559.0,635.0,988.0
GSK3A,725.0,20.0,33.0,181.0,392.0,860.0,342.0,797.0,891.0,855.0,140.0
GSK3B,669.0,38.0,39.0,163.0,381.0,844.0,360.0,705.0,916.0,906.0,184.0
PDGFRA,141.0,506.0,132.0,439.0,10.0,999.0,344.0,937.0,311.0,418.0,241.0
VEGFR2,854.0,257.0,221.0,297.0,95.0,346.0,30.0,996.0,335.0,707.0,189.0
FGFR1,906.0,849.0,537.0,735.0,154.0,273.0,11.0,544.0,55.0,974.0,662.0
TIE2,856.0,715.0,904.0,503.0,127.0,100.0,200.0,968.0,751.0,211.0,555.0
JNK2,94.0,805.0,61.0,630.0,274.0,903.0,42.0,752.0,601.0,898.0,193.0
JNK3,396.0,523.0,531.0,49.0,77.0,954.0,99.0,329.0,685.0,972.0,217.0
FAK,240.0,178.0,155.0,419.0,146.0,545.0,147.0,950.0,993.0,971.0,229.0
FAK2,252.0,172.0,119.0,331.0,207.0,586.0,179.0,934.0,994.0,972.0,222.0
BRD2,952.0,604.0,29.0,105.0,73.0,525.0,582.0,1000.0,371.0,140.0,154.0
BRD3,957.0,470.0,35.0,57.0,2.0,559.0,505.0,1000.0,367.0,131.0,157.0
BRD4,830.0,566.0,69.0,472.0,189.0,831.0,90.0,818.0,110.0,922.0,125.0
BRDT,101.0,843.0,730.0,831.0,901.0,298.0,135.0,6.0,971.0,986.0,713.0
HDAC2,174.0,111.0,868.0,243.0,27.0,965.0,94.0,206.0,903.0,1000.0,304.0
HIF-PH,444.0,205.0,353.0,473.0,26.0,799.0,721.0,960.0,979.0,309.0,381.0
Farnesyl-transferase (FNTA),208.0,817.0,616.0,309.0,152.0,583.0,281.0,852.0,942.0,586.0,272.0
PDK1 (PDPK1),674.0,998.0,983.0,831.0,750.0,4.0,857.0,1.0,462.0,157.0,989.0
not defined,87.0,807.0,256.0,600.0,516.0,819.0,276.0,37.0,838.0,983.0,567.0
XIAP,201.0,29.0,942.0,789.0,246.0,382.0,152.0,380.0,998.0,998.0,527.0
PPARgamma,255.0,108.0,413.0,426.0,279.0,405.0,162.0,425.0,920.0,1000.0,99.0
PPARdelta,269.0,115.0,376.0,348.0,249.0,401.0,179.0,486.0,922.0,1000.0,94.0
Procaspase-3,933.0,914.0,11.0,102.0,30.0,911.0,54.0,1000.0,290.0,290.0,55.0
Procaspase-7,947.0,865.0,6.0,86.0,38.0,925.0,52.0,1000.0,254.0,375.0,42.0
PAK1,633.0,885.0,469.0,997.0,176.0,190.0,221.0,860.0,457.0,108.0,873.0
SGK2,147.0,979.0,835.0,966.0,650.0,464.0,232.0,12.0,388.0,730.0,911.0
SGK3,133.0,983.0,855.0,969.0,570.0,492.0,270.0,13.0,359.0,714.0,916.0
SYK,499.0,996.0,443.0,695.0,293.0,697.0,70.0,233.0,383.0,527.0,653.0
Antimetabolite (DNA & RNA),847.0,373.0,232.0,370.0,200.0,277.0,924.0,998.0,362.0,2.0,468.0
SERCA,595.0,837.0,300.0,100.0,781.0,610.0,551.0,39.0,968.0,482.0,569.0
BCL2,534.0,213.0,43.0,895.0,835.0,551.0,267.0,341.0,733.0,944.0,263.0
BCL-XL,646.0,189.0,36.0,767.0,607.0,582.0,346.0,574.0,715.0,865.0,219.0
BCL-W,538.0,795.0,162.0,774.0,910.0,250.0,673.0,122.0,419.0,537.0,462.0
MCL1,615.0,907.0,835.0,12.0,193.0,771.0,253.0,70.0,814.0,848.0,463.0
Retinioic X receptor (RXR) agonist,41.0,194.0,897.0,544.0,64.0,720.0,210.0,242.0,617.0,997.0,845.0
dsDNA break induction,535.0,734.0,917.0,451.0,805.0,397.0,875.0,10.0,952.0,49.0,959.0
BTK,6.0,200.0,139.0,926.0,921.0,861.0,355.0,61.0,796.0,938.0,827.0
HSP90,456.0,545.0,970.0,604.0,929.0,208.0,392.0,103.0,950.0,175.0,816.0
Biguanide agent,606.0,317.0,668.0,224.0,203.0,736.0,838.0,999.0,132.0,0.0,371.0
PDGFRB,550.0,671.0,692.0,2.0,16.0,960.0,775.0,352.0,831.0,245.0,808.0
IKK1,28.0,192.0,64.0,859.0,275.0,921.0,764.0,982.0,732.0,96.0,554.0
IKK2,230.0,911.0,908.0,715.0,905.0,45.0,901.0,412.0,336.0,18.0,907.0
Amyloid beta20,518.0,8.0,142.0,595.0,623.0,296.0,851.0,942.0,457.0,673.0,102.0
Amyloid beta40,533.0,13.0,160.0,591.0,543.0,202.0,854.0,928.0,420.0,779.0,103.0
JAK1,886.0,410.0,458.0,905.0,947.0,90.0,668.0,65.0,140.0,653.0,175.0
JAK2,147.0,708.0,69.0,423.0,16.0,937.0,533.0,945.0,544.0,327.0,945.0
JNK1,975.0,596.0,760.0,47.0,340.0,305.0,591.0,56.0,649.0,686.0,797.0
KSP,163.0,702.0,638.0,961.0,1000.0,223.0,821.0,1.0,913.0,71.0,912.0
CDK6,62.0,660.0,495.0,520.0,998.0,404.0,911.0,3.0,984.0,313.0,935.0
p38alpha,261.0,706.0,418.0,969.0,973.0,108.0,793.0,223.0,237.0,264.0,544.0
p38beta,247.0,719.0,508.0,982.0,972.0,122.0,770.0,145.0,216.0,492.0,514.0
PI3K (class 1),674.0,261.0,477.0,937.0,193.0,62.0,614.0,956.0,932.0,320.0,684.0
PI3Kgamma,89.0,641.0,663.0,94.0,973.0,337.0,753.0,160.0,215.0,667.0,263.0
PKCB,193.0,187.0,509.0,21.0,25.0,739.0,851.0,936.0,833.0,705.0,557.0
RSK,654.0,196.0,14.0,173.0,53.0,851.0,513.0,1000.0,178.0,588.0,43.0
PI3Kdelta,132.0,6.0,224.0,705.0,15.0,790.0,545.0,1000.0,841.0,287.0,553.0
G9a and GLP methyltransferases,995.0,102.0,41.0,0.0,1.0,812.0,916.0,1000.0,158.0,10.0,26.0
FLT4,757.0,575.0,868.0,427.0,757.0,92.0,803.0,228.0,824.0,150.0,628.0
AXL,728.0,439.0,776.0,644.0,703.0,83.0,858.0,553.0,900.0,32.0,539.0
NTRK2,805.0,777.0,849.0,16.0,753.0,228.0,878.0,16.0,373.0,508.0,895.0
IRAK1,182.0,247.0,104.0,692.0,986.0,311.0,957.0,418.0,841.0,126.0,451.0
LTK,713.0,166.0,44.0,249.0,246.0,942.0,697.0,945.0,196.0,111.0,258.0
Autophagy inducer,849.0,57.0,75.0,864.0,300.0,548.0,663.0,997.0,13.0,59.0,112.0
TAK1,679.0,457.0,793.0,0.0,236.0,919.0,211.0,390.0,71.0,918.0,218.0
MAP4K2,681.0,391.0,733.0,951.0,898.0,34.0,935.0,734.0,628.0,5.0,607.0
TAK,934.0,453.0,878.0,25.0,412.0,274.0,884.0,883.0,10.0,18.0,308.0
ERK2,643.0,627.0,529.0,1.0,619.0,685.0,700.0,507.0,158.0,539.0,156.0
ERK1,954.0,641.0,262.0,996.0,219.0,28.0,426.0,970.0,253.0,231.0,495.0
HDAC6,682.0,112.0,405.0,764.0,300.0,148.0,968.0,1000.0,166.0,1.0,906.0
HDAC8,828.0,217.0,343.0,71.0,665.0,644.0,900.0,377.0,60.0,320.0,436.0
Endothelin-1 receptor (EDNRA),648.0,230.0,46.0,812.0,646.0,350.0,654.0,947.0,51.0,427.0,113.0
BIRC5,219.0,654.0,735.0,936.0,680.0,76.0,660.0,917.0,848.0,18.0,711.0
MDM4,263.0,313.0,704.0,985.0,810.0,101.0,864.0,673.0,170.0,69.0,801.0
HDAC,701.0,272.0,47.0,982.0,500.0,283.0,379.0,954.0,10.0,560.0,379.0
RAR,761.0,211.0,43.0,968.0,443.0,300.0,286.0,980.0,10.0,667.0,247.0
HDAC1-10,750.0,397.0,96.0,63.0,33.0,732.0,580.0,999.0,144.0,20.0,95.0
VEGFR1,484.0,82.0,47.0,513.0,887.0,574.0,784.0,821.0,458.0,441.0,158.0
VEGFR3,591.0,79.0,31.0,435.0,743.0,511.0,805.0,966.0,407.0,236.0,175.0
MEK5,939.0,621.0,453.0,167.0,595.0,165.0,863.0,842.0,42.0,32.0,428.0
MTORC2,13.0,31.0,263.0,890.0,10.0,937.0,456.0,1000.0,862.0,143.0,695.0
Angiopoietin-1 receptor,939.0,303.0,61.0,719.0,256.0,389.0,762.0,998.0,7.0,18.0,74.0
JAK3,709.0,839.0,667.0,999.0,883.0,2.0,361.0,233.0,197.0,761.0,566.0
IKKB,920.0,503.0,233.0,61.0,454.0,505.0,849.0,989.0,35.0,6.0,74.0
MAP3K8,941.0,383.0,771.0,278.0,314.0,64.0,756.0,946.0,24.0,318.0,70.0
MPS1,618.0,433.0,519.0,507.0,993.0,45.0,968.0,672.0,719.0,0.0,370.0
EPHB4,615.0,478.0,580.0,3.0,766.0,553.0,748.0,693.0,235.0,354.0,110.0
RNA Polymerase 1,391.0,359.0,872.0,962.0,484.0,70.0,746.0,936.0,698.0,8.0,973.0
PI3Kalpha,22.0,227.0,241.0,674.0,8.0,934.0,317.0,1000.0,907.0,265.0,679.0
DAPK3,14.0,190.0,225.0,673.0,7.0,947.0,352.0,1000.0,917.0,243.0,674.0
CLK4,16.0,203.0,253.0,675.0,4.0,931.0,365.0,1000.0,912.0,243.0,740.0
PIM3,33.0,128.0,238.0,935.0,4.0,878.0,172.0,1000.0,847.0,206.0,816.0
HIPK2,14.0,201.0,252.0,664.0,6.0,928.0,364.0,999.0,913.0,258.0,717.0
ALK5,661.0,382.0,717.0,652.0,428.0,353.0,776.0,973.0,45.0,26.0,59.0
TNKS1,826.0,73.0,987.0,328.0,536.0,118.0,713.0,465.0,703.0,419.0,392.0
TNKS2,833.0,94.0,976.0,301.0,533.0,105.0,658.0,544.0,654.0,432.0,280.0
ROCK,566.0,484.0,482.0,917.0,430.0,112.0,807.0,988.0,225.0,2.0,885.0
PYKFYVE,884.0,658.0,953.0,57.0,851.0,71.0,950.0,293.0,368.0,32.0,409.0
DDR1,4.0,243.0,127.0,974.0,78.0,881.0,426.0,990.0,829.0,342.0,787.0
RIPK1,2.0,348.0,68.0,909.0,264.0,974.0,507.0,964.0,770.0,193.0,803.0
CAMK2,596.0,84.0,49.0,901.0,149.0,644.0,776.0,999.0,171.0,30.0,249.0
LXR,356.0,239.0,96.0,983.0,726.0,704.0,510.0,785.0,133.0,173.0,591.0
FXR,426.0,269.0,142.0,991.0,667.0,627.0,428.0,758.0,94.0,293.0,616.0
SIRT1,865.0,329.0,184.0,961.0,48.0,189.0,387.0,997.0,23.0,335.0,316.0
AMPK agonist,305.0,383.0,506.0,969.0,458.0,251.0,575.0,592.0,608.0,320.0,961.0
TOP1,323.0,732.0,931.0,442.0,991.0,507.0,489.0,0.0,911.0,718.0,974.0
Antimetabolite,454.0,300.0,473.0,814.0,969.0,649.0,465.0,125.0,700.0,35.0,903.0
Retinoic acid,397.0,517.0,971.0,997.0,275.0,557.0,420.0,227.0,91.0,132.0,978.0
HDAC inhibitor Class I,575.0,528.0,293.0,805.0,208.0,837.0,116.0,267.0,107.0,951.0,556.0
IIa,619.0,599.0,280.0,785.0,384.0,769.0,137.0,180.0,72.0,950.0,440.0
IIb,613.0,556.0,236.0,711.0,301.0,869.0,138.0,253.0,72.0,931.0,504.0
IV,594.0,613.0,286.0,833.0,333.0,784.0,153.0,192.0,62.0,889.0,554.0
MEK1,508.0,516.0,302.0,4.0,174.0,965.0,259.0,846.0,98.0,836.0,63.0
MEK2,522.0,548.0,305.0,6.0,214.0,963.0,297.0,798.0,97.0,785.0,76.0
PARP1,773.0,190.0,760.0,442.0,1000.0,319.0,911.0,0.0,882.0,382.0,795.0
PARP2,746.0,128.0,629.0,362.0,995.0,509.0,872.0,0.0,878.0,482.0,610.0
TEC,469.0,974.0,862.0,569.0,799.0,422.0,267.0,2.0,73.0,730.0,974.0
CRBN,160.0,157.0,581.0,972.0,824.0,740.0,380.0,36.0,577.0,817.0,828.0
CHEK1,285.0,362.0,493.0,228.0,109.0,946.0,74.0,512.0,423.0,756.0,968.0
CHEK2,610.0,511.0,335.0,273.0,358.0,959.0,116.0,363.0,375.0,490.0,814.0
NTRK1,625.0,631.0,37.0,747.0,791.0,772.0,38.0,429.0,59.0,932.0,96.0
NTRK3,917.0,882.0,978.0,20.0,134.0,328.0,385.0,55.0,168.0,813.0,854.0
p38,216.0,688.0,129.0,983.0,1000.0,427.0,367.0,2.0,354.0,877.0,511.0
TBK1,332.0,69.0,666.0,279.0,289.0,937.0,147.0,434.0,674.0,584.0,861.0
DNAPK,855.0,680.0,470.0,749.0,60.0,458.0,19.0,899.0,187.0,716.0,811.0
PIM1,907.0,593.0,602.0,865.0,910.0,132.0,224.0,94.0,108.0,605.0,560.0
JNK,281.0,631.0,72.0,971.0,986.0,441.0,162.0,25.0,285.0,928.0,502.0
WEE1,39.0,299.0,792.0,502.0,65.0,456.0,245.0,624.0,604.0,961.0,971.0
MDM2,776.0,296.0,142.0,2.0,208.0,983.0,204.0,594.0,226.0,932.0,11.0
FGFR3,678.0,700.0,390.0,885.0,836.0,215.0,506.0,19.0,52.0,878.0,798.0
PI3K (Class 1),986.0,856.0,943.0,266.0,878.0,152.0,253.0,0.0,370.0,592.0,718.0
PPM1D,234.0,59.0,300.0,855.0,166.0,600.0,498.0,982.0,246.0,808.0,115.0
RAC1,498.0,165.0,188.0,600.0,183.0,907.0,525.0,928.0,89.0,413.0,214.0
RAC2,453.0,164.0,218.0,588.0,230.0,932.0,421.0,858.0,126.0,551.0,193.0
RAC3,461.0,114.0,126.0,576.0,123.0,969.0,302.0,961.0,80.0,557.0,120.0
S6K1,426.0,18.0,751.0,145.0,1.0,941.0,522.0,997.0,424.0,340.0,217.0
LOK,820.0,940.0,825.0,705.0,982.0,69.0,484.0,0.0,330.0,730.0,750.0
TRCB,749.0,931.0,795.0,824.0,989.0,91.0,389.0,1.0,310.0,731.0,768.0
ABL(T315I),747.0,960.0,829.0,794.0,990.0,102.0,437.0,0.0,367.0,720.0,823.0
ADCK4,968.0,961.0,237.0,80.0,954.0,268.0,741.0,1.0,479.0,433.0,287.0
BRSK2,729.0,606.0,329.0,133.0,285.0,610.0,362.0,311.0,363.0,865.0,531.0
MARK4,558.0,565.0,387.0,136.0,625.0,715.0,281.0,56.0,435.0,909.0,542.0
PRKCD,728.0,562.0,455.0,79.0,483.0,790.0,263.0,123.0,261.0,925.0,545.0
SPRK1,593.0,520.0,541.0,100.0,352.0,671.0,463.0,195.0,438.0,860.0,638.0
MAPK7,636.0,827.0,648.0,827.0,788.0,481.0,148.0,43.0,45.0,858.0,285.0
ATR,616.0,288.0,867.0,443.0,784.0,166.0,950.0,37.0,902.0,243.0,951.0
ALK4,407.0,730.0,546.0,810.0,577.0,804.0,164.0,5.0,79.0,992.0,641.0
ESR1,982.0,206.0,112.0,97.0,831.0,142.0,712.0,73.0,207.0,993.0,24.0
EGLN1,817.0,63.0,160.0,929.0,544.0,244.0,328.0,879.0,708.0,647.0,223.0
RNA helicase A,212.0,153.0,627.0,975.0,728.0,575.0,477.0,302.0,905.0,284.0,926.0
Induces reactive oxygen species,770.0,667.0,961.0,236.0,637.0,592.0,337.0,2.0,496.0,729.0,875.0
NAMPT,803.0,910.0,909.0,75.0,926.0,254.0,762.0,0.0,531.0,645.0,898.0
TRAIL receptor agonist,980.0,87.0,54.0,364.0,451.0,598.0,525.0,951.0,687.0,66.0,116.0
L3MBTL3,878.0,154.0,6.0,573.0,677.0,489.0,332.0,926.0,147.0,813.0,33.0
DOT1L,902.0,225.0,13.0,316.0,671.0,759.0,320.0,684.0,96.0,842.0,36.0
DNA alkylating agent,885.0,147.0,402.0,145.0,464.0,213.0,860.0,736.0,134.0,646.0,228.0
NAE,355.0,610.0,846.0,392.0,904.0,584.0,492.0,0.0,963.0,721.0,933.0
