,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
CDK7,535.0,158.0,544.0,713.0,27.0,333.0,775.0,882.0,843.0,437.0,704.0
CDK9,502.0,715.0,404.0,248.0,25.0,250.0,758.0,998.0,347.0,662.0,701.0
PKC,234.0,729.0,83.0,340.0,805.0,657.0,538.0,770.0,327.0,747.0,563.0
CDK4,31.0,786.0,404.0,901.0,458.0,956.0,290.0,573.0,562.0,350.0,204.0
LCK,781.0,424.0,97.0,228.0,955.0,589.0,590.0,61.0,729.0,378.0,499.0
FYN,540.0,505.0,245.0,585.0,594.0,636.0,547.0,335.0,346.0,382.0,639.0
BMX,989.0,368.0,201.0,16.0,987.0,369.0,567.0,126.0,253.0,365.0,503.0
PLK1,502.0,322.0,204.0,787.0,371.0,713.0,571.0,438.0,423.0,379.0,659.0
PLK2,491.0,422.0,231.0,714.0,601.0,686.0,543.0,262.0,400.0,412.0,580.0
PLK3,80.0,356.0,640.0,953.0,6.0,597.0,780.0,856.0,932.0,448.0,617.0
IGF1R,42.0,664.0,252.0,562.0,813.0,851.0,550.0,65.0,947.0,780.0,701.0
IR,380.0,235.0,648.0,342.0,813.0,703.0,578.0,58.0,695.0,232.0,663.0
ITK,472.0,511.0,516.0,685.0,449.0,468.0,437.0,476.0,430.0,432.0,553.0
RSK2,322.0,454.0,348.0,663.0,393.0,675.0,492.0,559.0,468.0,360.0,544.0
Dihydrofolate reductase (DHFR),324.0,574.0,924.0,216.0,37.0,301.0,533.0,989.0,314.0,415.0,615.0
MTOR,831.0,785.0,483.0,96.0,68.0,234.0,244.0,988.0,97.0,622.0,848.0
AKT1,4.0,961.0,488.0,899.0,403.0,732.0,278.0,772.0,237.0,653.0,758.0
AKT2,6.0,957.0,527.0,920.0,434.0,657.0,244.0,678.0,285.0,600.0,684.0
AKT3,957.0,83.0,504.0,488.0,986.0,51.0,713.0,3.0,857.0,298.0,514.0
HDAC1,354.0,329.0,420.0,632.0,0.0,589.0,506.0,1000.0,667.0,301.0,764.0
HDAC3,690.0,588.0,443.0,230.0,862.0,465.0,440.0,219.0,533.0,645.0,318.0
IKK,354.0,970.0,583.0,95.0,644.0,230.0,482.0,790.0,143.0,669.0,715.0
PI3Kbeta,357.0,896.0,69.0,174.0,990.0,657.0,668.0,176.0,52.0,656.0,520.0
ERK5,10.0,416.0,641.0,960.0,94.0,816.0,686.0,620.0,919.0,381.0,548.0
BET,325.0,636.0,481.0,526.0,332.0,479.0,441.0,685.0,614.0,649.0,511.0
EIF2A,501.0,605.0,897.0,168.0,325.0,246.0,442.0,859.0,529.0,508.0,427.0
ERBB2,190.0,541.0,77.0,319.0,898.0,887.0,553.0,546.0,440.0,873.0,304.0
ROCK1,832.0,493.0,880.0,128.0,173.0,334.0,241.0,980.0,366.0,192.0,101.0
ROCK2,981.0,126.0,693.0,23.0,388.0,417.0,418.0,898.0,584.0,472.0,88.0
Anthracycline,819.0,291.0,492.0,648.0,659.0,566.0,396.0,170.0,396.0,377.0,342.0
TOP2,990.0,313.0,305.0,158.0,959.0,580.0,250.0,70.0,280.0,456.0,86.0
Pyrimidine antimetabolite,733.0,344.0,618.0,704.0,562.0,491.0,416.0,293.0,395.0,373.0,359.0
DNA crosslinker,560.0,785.0,643.0,690.0,362.0,483.0,373.0,402.0,294.0,447.0,330.0
Microtubule destabiliser,758.0,864.0,158.0,442.0,959.0,351.0,357.0,97.0,104.0,684.0,691.0
SHP-1 (PTPN6),837.0,113.0,694.0,323.0,556.0,641.0,411.0,449.0,255.0,816.0,345.0
SHP-2 (PTPN11),773.0,175.0,759.0,416.0,433.0,602.0,363.0,547.0,234.0,859.0,409.0
AR,864.0,717.0,559.0,14.0,953.0,242.0,658.0,317.0,270.0,856.0,276.0
ARFGAP1,899.0,261.0,770.0,486.0,616.0,429.0,338.0,327.0,403.0,347.0,153.0
ATM,833.0,671.0,675.0,475.0,427.0,4.0,826.0,567.0,373.0,91.0,824.0
PPK,987.0,417.0,486.0,149.0,992.0,64.0,539.0,10.0,365.0,350.0,254.0
FLT1,880.0,311.0,181.0,395.0,992.0,328.0,781.0,1.0,759.0,426.0,400.0
c-FGR,981.0,476.0,457.0,163.0,986.0,68.0,586.0,8.0,359.0,317.0,345.0
GSK3A,430.0,856.0,755.0,476.0,390.0,60.0,617.0,696.0,68.0,792.0,894.0
GSK3B,475.0,840.0,752.0,542.0,490.0,59.0,636.0,578.0,74.0,743.0,875.0
PDGFRA,998.0,656.0,807.0,1.0,911.0,78.0,237.0,411.0,236.0,627.0,247.0
VEGFR2,230.0,829.0,635.0,760.0,975.0,285.0,628.0,14.0,345.0,494.0,656.0
FGFR1,384.0,887.0,703.0,456.0,483.0,564.0,332.0,575.0,86.0,589.0,552.0
TIE2,56.0,610.0,308.0,959.0,901.0,776.0,764.0,4.0,786.0,280.0,544.0
JNK2,947.0,679.0,713.0,355.0,860.0,19.0,490.0,44.0,577.0,968.0,765.0
JNK3,586.0,641.0,33.0,181.0,984.0,713.0,512.0,44.0,533.0,892.0,651.0
FAK,1000.0,231.0,261.0,14.0,986.0,345.0,403.0,51.0,344.0,707.0,70.0
FAK2,998.0,242.0,241.0,10.0,978.0,350.0,425.0,65.0,333.0,700.0,74.0
BRD2,159.0,365.0,839.0,932.0,165.0,460.0,514.0,522.0,863.0,370.0,152.0
BRD3,175.0,408.0,819.0,907.0,141.0,522.0,465.0,685.0,785.0,370.0,179.0
BRD4,4.0,569.0,870.0,1000.0,201.0,157.0,719.0,324.0,431.0,484.0,796.0
BRDT,913.0,882.0,247.0,158.0,991.0,218.0,262.0,141.0,49.0,784.0,352.0
HDAC2,749.0,508.0,356.0,496.0,993.0,702.0,251.0,13.0,346.0,583.0,190.0
HIF-PH,426.0,474.0,403.0,969.0,970.0,382.0,369.0,7.0,787.0,759.0,407.0
Farnesyl-transferase (FNTA),191.0,254.0,638.0,959.0,885.0,630.0,163.0,160.0,488.0,487.0,387.0
PDK1 (PDPK1),928.0,153.0,313.0,502.0,669.0,322.0,473.0,611.0,547.0,137.0,68.0
not defined,851.0,410.0,345.0,859.0,996.0,100.0,176.0,3.0,582.0,657.0,747.0
XIAP,730.0,466.0,617.0,652.0,810.0,417.0,301.0,327.0,261.0,355.0,162.0
PPARgamma,734.0,849.0,770.0,355.0,594.0,77.0,330.0,777.0,118.0,395.0,322.0
PPARdelta,731.0,885.0,810.0,380.0,653.0,54.0,329.0,712.0,114.0,429.0,395.0
Procaspase-3,114.0,162.0,816.0,995.0,843.0,277.0,668.0,9.0,862.0,405.0,679.0
Procaspase-7,82.0,155.0,821.0,996.0,801.0,299.0,651.0,6.0,867.0,398.0,681.0
PAK1,714.0,154.0,944.0,929.0,444.0,39.0,663.0,246.0,340.0,111.0,543.0
SGK2,956.0,124.0,622.0,360.0,485.0,511.0,354.0,559.0,341.0,246.0,131.0
SGK3,957.0,124.0,677.0,365.0,472.0,511.0,362.0,552.0,331.0,251.0,134.0
SYK,791.0,241.0,722.0,889.0,792.0,94.0,669.0,35.0,634.0,417.0,472.0
Antimetabolite (DNA & RNA),584.0,99.0,551.0,922.0,44.0,467.0,849.0,602.0,883.0,126.0,362.0
SERCA,784.0,320.0,465.0,804.0,958.0,148.0,483.0,26.0,639.0,483.0,529.0
BCL2,174.0,938.0,516.0,442.0,665.0,212.0,522.0,625.0,59.0,525.0,844.0
BCL-XL,252.0,914.0,573.0,256.0,682.0,251.0,531.0,693.0,68.0,465.0,769.0
BCL-W,409.0,419.0,852.0,981.0,440.0,87.0,645.0,134.0,817.0,533.0,383.0
MCL1,791.0,503.0,392.0,694.0,865.0,380.0,482.0,143.0,131.0,41.0,566.0
Retinioic X receptor (RXR) agonist,975.0,633.0,773.0,61.0,714.0,209.0,270.0,385.0,109.0,370.0,235.0
dsDNA break induction,926.0,424.0,465.0,289.0,766.0,434.0,522.0,204.0,71.0,309.0,535.0
BTK,962.0,173.0,209.0,33.0,992.0,297.0,700.0,59.0,614.0,494.0,202.0
HSP90,342.0,787.0,541.0,263.0,239.0,631.0,570.0,896.0,63.0,658.0,681.0
Biguanide agent,997.0,324.0,565.0,23.0,32.0,132.0,594.0,989.0,489.0,336.0,368.0
PDGFRB,5.0,901.0,419.0,991.0,885.0,453.0,617.0,11.0,569.0,250.0,923.0
IKK1,993.0,381.0,792.0,25.0,732.0,121.0,393.0,538.0,113.0,395.0,224.0
IKK2,67.0,572.0,315.0,934.0,329.0,647.0,773.0,308.0,921.0,319.0,414.0
Amyloid beta20,163.0,700.0,631.0,544.0,701.0,709.0,565.0,196.0,958.0,974.0,180.0
Amyloid beta40,110.0,702.0,570.0,514.0,642.0,763.0,590.0,308.0,949.0,952.0,187.0
JAK1,994.0,522.0,879.0,14.0,777.0,22.0,230.0,665.0,105.0,436.0,429.0
JAK2,2.0,512.0,795.0,994.0,680.0,521.0,724.0,47.0,938.0,126.0,644.0
JNK1,962.0,179.0,709.0,700.0,884.0,9.0,716.0,18.0,541.0,348.0,907.0
KSP,995.0,229.0,431.0,65.0,814.0,189.0,485.0,360.0,145.0,127.0,527.0
CDK6,33.0,786.0,205.0,968.0,537.0,958.0,306.0,354.0,482.0,314.0,289.0
p38alpha,761.0,792.0,665.0,360.0,309.0,191.0,507.0,746.0,228.0,248.0,412.0
p38beta,895.0,742.0,689.0,180.0,395.0,168.0,541.0,724.0,172.0,259.0,346.0
PI3K (class 1),121.0,972.0,148.0,548.0,931.0,327.0,615.0,139.0,451.0,737.0,914.0
PI3Kgamma,139.0,488.0,273.0,720.0,9.0,912.0,712.0,941.0,831.0,184.0,495.0
PKCB,70.0,550.0,259.0,994.0,947.0,531.0,701.0,9.0,803.0,465.0,640.0
RSK,306.0,564.0,425.0,185.0,879.0,951.0,405.0,124.0,748.0,641.0,190.0
PI3Kdelta,636.0,688.0,458.0,256.0,944.0,112.0,666.0,85.0,714.0,514.0,729.0
G9a and GLP methyltransferases,185.0,168.0,564.0,855.0,280.0,577.0,749.0,424.0,702.0,332.0,697.0
FLT4,181.0,610.0,111.0,590.0,509.0,823.0,717.0,510.0,638.0,551.0,560.0
AXL,256.0,308.0,77.0,699.0,798.0,793.0,775.0,86.0,878.0,617.0,619.0
NTRK2,136.0,808.0,127.0,713.0,187.0,772.0,508.0,895.0,177.0,823.0,679.0
IRAK1,822.0,118.0,203.0,335.0,730.0,619.0,700.0,199.0,727.0,804.0,566.0
LTK,657.0,753.0,662.0,461.0,927.0,328.0,358.0,92.0,532.0,317.0,154.0
Autophagy inducer,433.0,817.0,699.0,268.0,64.0,441.0,455.0,983.0,205.0,212.0,333.0
TAK1,4.0,499.0,293.0,948.0,35.0,970.0,693.0,844.0,504.0,103.0,708.0
MAP4K2,216.0,183.0,489.0,946.0,581.0,712.0,768.0,44.0,966.0,324.0,265.0
TAK,135.0,187.0,779.0,923.0,9.0,875.0,755.0,753.0,945.0,119.0,183.0
ERK2,6.0,199.0,531.0,986.0,70.0,926.0,720.0,432.0,956.0,288.0,530.0
ERK1,900.0,590.0,841.0,43.0,886.0,94.0,608.0,110.0,298.0,861.0,786.0
HDAC6,950.0,178.0,768.0,506.0,16.0,117.0,756.0,884.0,663.0,47.0,489.0
HDAC8,959.0,64.0,868.0,482.0,976.0,146.0,381.0,11.0,710.0,117.0,91.0
Endothelin-1 receptor (EDNRA),618.0,602.0,775.0,153.0,503.0,285.0,495.0,588.0,641.0,709.0,444.0
BIRC5,605.0,224.0,156.0,232.0,109.0,684.0,649.0,945.0,478.0,667.0,760.0
MDM4,300.0,91.0,947.0,951.0,671.0,85.0,700.0,22.0,951.0,257.0,716.0
HDAC,820.0,749.0,375.0,116.0,889.0,250.0,614.0,248.0,399.0,473.0,394.0
RAR,941.0,745.0,312.0,37.0,944.0,235.0,544.0,217.0,337.0,462.0,325.0
HDAC1-10,700.0,269.0,575.0,346.0,1.0,399.0,531.0,1000.0,476.0,341.0,756.0
VEGFR1,689.0,638.0,498.0,118.0,623.0,241.0,432.0,760.0,329.0,853.0,623.0
VEGFR3,693.0,610.0,553.0,117.0,681.0,220.0,470.0,683.0,355.0,858.0,628.0
MEK5,3.0,423.0,612.0,978.0,124.0,831.0,711.0,476.0,913.0,328.0,631.0
MTORC2,838.0,667.0,101.0,25.0,737.0,886.0,428.0,592.0,670.0,130.0,175.0
Angiopoietin-1 receptor,485.0,229.0,872.0,912.0,419.0,411.0,498.0,229.0,923.0,405.0,61.0
JAK3,47.0,663.0,73.0,944.0,947.0,689.0,607.0,36.0,633.0,380.0,728.0
IKKB,242.0,305.0,765.0,628.0,51.0,600.0,690.0,677.0,868.0,247.0,554.0
MAP3K8,79.0,757.0,190.0,747.0,571.0,664.0,692.0,406.0,547.0,416.0,754.0
MPS1,124.0,381.0,418.0,883.0,688.0,436.0,807.0,73.0,951.0,444.0,676.0
EPHB4,13.0,275.0,597.0,984.0,29.0,818.0,743.0,683.0,952.0,287.0,647.0
RNA Polymerase 1,628.0,109.0,685.0,904.0,234.0,256.0,829.0,188.0,943.0,71.0,398.0
PI3Kalpha,984.0,71.0,388.0,8.0,908.0,642.0,594.0,94.0,324.0,116.0,514.0
DAPK3,990.0,78.0,376.0,6.0,923.0,608.0,609.0,69.0,316.0,123.0,533.0
CLK4,990.0,76.0,409.0,8.0,884.0,602.0,586.0,134.0,329.0,139.0,537.0
PIM3,920.0,55.0,273.0,39.0,886.0,865.0,655.0,110.0,393.0,117.0,428.0
HIPK2,981.0,61.0,378.0,11.0,877.0,634.0,617.0,129.0,373.0,109.0,534.0
ALK5,73.0,612.0,700.0,609.0,627.0,648.0,563.0,218.0,834.0,282.0,604.0
TNKS1,91.0,430.0,26.0,893.0,931.0,808.0,810.0,52.0,870.0,730.0,429.0
TNKS2,121.0,378.0,34.0,828.0,962.0,817.0,814.0,43.0,886.0,761.0,429.0
ROCK,842.0,247.0,791.0,389.0,36.0,151.0,782.0,809.0,787.0,47.0,517.0
PYKFYVE,14.0,533.0,524.0,925.0,97.0,688.0,795.0,609.0,869.0,398.0,788.0
DDR1,769.0,409.0,414.0,222.0,973.0,470.0,571.0,10.0,904.0,271.0,208.0
RIPK1,993.0,38.0,846.0,84.0,156.0,132.0,364.0,852.0,813.0,452.0,376.0
CAMK2,679.0,598.0,853.0,458.0,770.0,187.0,616.0,161.0,706.0,451.0,131.0
LXR,989.0,735.0,617.0,0.0,717.0,314.0,393.0,928.0,39.0,642.0,154.0
FXR,980.0,721.0,595.0,0.0,681.0,314.0,372.0,946.0,50.0,705.0,175.0
SIRT1,936.0,470.0,773.0,8.0,611.0,207.0,495.0,756.0,225.0,454.0,314.0
AMPK agonist,243.0,799.0,689.0,211.0,782.0,778.0,416.0,362.0,250.0,304.0,242.0
TOP1,731.0,870.0,103.0,223.0,617.0,873.0,240.0,743.0,48.0,484.0,311.0
Antimetabolite,134.0,945.0,662.0,242.0,399.0,641.0,230.0,814.0,86.0,566.0,779.0
Retinoic acid,901.0,551.0,782.0,112.0,943.0,119.0,614.0,378.0,108.0,578.0,157.0
HDAC inhibitor Class I,20.0,975.0,430.0,584.0,26.0,826.0,299.0,980.0,171.0,733.0,874.0
IIa,31.0,976.0,510.0,601.0,97.0,727.0,255.0,950.0,152.0,780.0,877.0
IIb,26.0,972.0,465.0,652.0,43.0,785.0,300.0,981.0,211.0,754.0,879.0
IV,8.0,982.0,360.0,702.0,15.0,860.0,302.0,993.0,216.0,742.0,915.0
MEK1,0.0,727.0,309.0,990.0,135.0,941.0,384.0,884.0,303.0,203.0,698.0
MEK2,0.0,763.0,305.0,990.0,156.0,931.0,353.0,877.0,263.0,228.0,717.0
PARP1,893.0,598.0,702.0,4.0,534.0,928.0,141.0,845.0,280.0,640.0,42.0
PARP2,889.0,541.0,662.0,3.0,450.0,930.0,155.0,890.0,290.0,607.0,59.0
TEC,88.0,835.0,944.0,814.0,2.0,177.0,259.0,996.0,517.0,700.0,701.0
CRBN,941.0,718.0,778.0,11.0,850.0,104.0,362.0,503.0,282.0,789.0,401.0
CHEK1,7.0,993.0,262.0,795.0,243.0,813.0,458.0,851.0,184.0,891.0,760.0
CHEK2,1.0,991.0,295.0,972.0,181.0,681.0,415.0,776.0,337.0,937.0,783.0
NTRK1,194.0,967.0,773.0,533.0,174.0,230.0,489.0,781.0,296.0,899.0,702.0
NTRK3,87.0,936.0,450.0,748.0,84.0,609.0,303.0,975.0,141.0,500.0,529.0
p38,425.0,536.0,865.0,254.0,27.0,463.0,376.0,968.0,647.0,987.0,498.0
TBK1,410.0,988.0,272.0,88.0,808.0,185.0,550.0,679.0,45.0,686.0,854.0
DNAPK,218.0,883.0,396.0,253.0,169.0,584.0,310.0,982.0,48.0,887.0,790.0
PIM1,9.0,634.0,275.0,968.0,264.0,896.0,569.0,634.0,677.0,614.0,296.0
JNK,531.0,859.0,976.0,222.0,572.0,71.0,477.0,318.0,377.0,831.0,627.0
WEE1,538.0,583.0,273.0,34.0,676.0,840.0,632.0,647.0,133.0,327.0,471.0
MDM2,318.0,894.0,285.0,77.0,912.0,913.0,269.0,529.0,51.0,387.0,254.0
FGFR3,874.0,636.0,528.0,40.0,92.0,459.0,220.0,991.0,152.0,890.0,525.0
PI3K (Class 1),264.0,856.0,434.0,290.0,66.0,672.0,272.0,990.0,42.0,433.0,714.0
PPM1D,158.0,448.0,175.0,357.0,788.0,952.0,401.0,696.0,689.0,933.0,107.0
RAC1,371.0,777.0,223.0,133.0,855.0,826.0,279.0,776.0,240.0,828.0,189.0
RAC2,333.0,777.0,213.0,173.0,836.0,832.0,232.0,776.0,253.0,866.0,276.0
RAC3,515.0,743.0,184.0,97.0,853.0,845.0,279.0,838.0,232.0,853.0,228.0
S6K1,236.0,825.0,171.0,11.0,428.0,996.0,353.0,962.0,222.0,894.0,183.0
LOK,516.0,372.0,145.0,664.0,943.0,378.0,675.0,46.0,544.0,393.0,666.0
TRCB,358.0,500.0,163.0,841.0,881.0,391.0,662.0,114.0,372.0,402.0,730.0
ABL(T315I),541.0,408.0,158.0,669.0,896.0,425.0,711.0,114.0,463.0,321.0,652.0
ADCK4,831.0,163.0,344.0,261.0,506.0,720.0,557.0,423.0,281.0,35.0,602.0
BRSK2,469.0,826.0,647.0,238.0,100.0,588.0,340.0,986.0,105.0,445.0,504.0
MARK4,467.0,817.0,613.0,242.0,111.0,605.0,347.0,981.0,121.0,369.0,433.0
PRKCD,365.0,872.0,647.0,235.0,44.0,577.0,318.0,988.0,79.0,341.0,508.0
SPRK1,346.0,884.0,646.0,261.0,95.0,536.0,336.0,981.0,131.0,370.0,566.0
MAPK7,650.0,896.0,546.0,131.0,20.0,577.0,277.0,999.0,59.0,561.0,410.0
ATR,278.0,143.0,377.0,382.0,284.0,868.0,678.0,565.0,827.0,336.0,643.0
ALK4,245.0,820.0,594.0,244.0,937.0,395.0,334.0,411.0,267.0,788.0,492.0
ESR1,30.0,859.0,467.0,546.0,809.0,783.0,382.0,431.0,576.0,818.0,515.0
EGLN1,618.0,726.0,730.0,388.0,190.0,322.0,271.0,904.0,154.0,675.0,611.0
RNA helicase A,799.0,508.0,337.0,159.0,205.0,467.0,478.0,887.0,218.0,638.0,775.0
Induces reactive oxygen species,589.0,788.0,423.0,163.0,643.0,715.0,338.0,659.0,13.0,145.0,614.0
NAMPT,826.0,174.0,843.0,127.0,106.0,204.0,538.0,958.0,209.0,252.0,756.0
TRAIL receptor agonist,617.0,670.0,506.0,792.0,86.0,117.0,697.0,693.0,553.0,898.0,768.0
L3MBTL3,981.0,430.0,706.0,55.0,709.0,236.0,218.0,458.0,216.0,704.0,332.0
DOT1L,809.0,834.0,800.0,431.0,474.0,11.0,265.0,724.0,199.0,921.0,851.0
DNA alkylating agent,291.0,798.0,720.0,305.0,637.0,426.0,543.0,471.0,528.0,705.0,320.0
NAE,984.0,488.0,218.0,74.0,769.0,582.0,237.0,661.0,73.0,655.0,141.0
