,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
LCK,508.0,2.0,249.0,360.0,982.0,860.0,338.0,9.0,337.0,981.0,252.0
FYN,681.0,535.0,293.0,932.0,922.0,313.0,72.0,12.0,561.0,852.0,190.0
BMX,988.0,798.0,792.0,1.0,402.0,313.0,871.0,869.0,297.0,66.0,819.0
PLK1,267.0,908.0,782.0,469.0,502.0,242.0,783.0,299.0,683.0,514.0,684.0
PLK2,454.0,936.0,771.0,462.0,747.0,112.0,732.0,142.0,575.0,456.0,707.0
PLK3,999.0,343.0,60.0,116.0,48.0,634.0,813.0,926.0,758.0,450.0,160.0
IGF1R,776.0,969.0,589.0,297.0,687.0,638.0,92.0,25.0,240.0,554.0,220.0
IR,218.0,970.0,870.0,391.0,837.0,379.0,457.0,75.0,326.0,578.0,382.0
ITK,920.0,322.0,398.0,20.0,973.0,612.0,602.0,55.0,618.0,724.0,276.0
RSK2,302.0,179.0,185.0,988.0,951.0,494.0,68.0,0.0,323.0,983.0,354.0
Dihydrofolate reductase (DHFR),52.0,22.0,271.0,850.0,930.0,820.0,360.0,349.0,280.0,860.0,259.0
MTOR,54.0,526.0,825.0,980.0,931.0,151.0,248.0,7.0,385.0,810.0,773.0
AKT1,10.0,307.0,908.0,984.0,913.0,281.0,498.0,93.0,357.0,780.0,233.0
AKT2,5.0,423.0,886.0,990.0,967.0,298.0,633.0,52.0,355.0,768.0,298.0
AKT3,982.0,77.0,188.0,124.0,3.0,740.0,699.0,981.0,575.0,499.0,419.0
HDAC1,619.0,19.0,19.0,804.0,294.0,821.0,232.0,239.0,788.0,888.0,436.0
HDAC3,41.0,493.0,730.0,789.0,905.0,521.0,876.0,659.0,269.0,380.0,852.0
IKK,298.0,791.0,104.0,467.0,976.0,649.0,803.0,169.0,553.0,423.0,739.0
PI3Kbeta,108.0,463.0,199.0,995.0,691.0,672.0,58.0,7.0,417.0,816.0,747.0
ERK5,778.0,136.0,204.0,560.0,395.0,567.0,668.0,644.0,771.0,326.0,101.0
BET,275.0,780.0,758.0,137.0,782.0,321.0,931.0,685.0,672.0,244.0,565.0
EIF2A,194.0,957.0,423.0,624.0,995.0,207.0,521.0,19.0,772.0,555.0,463.0
ERBB2,26.0,54.0,195.0,929.0,1000.0,604.0,641.0,16.0,640.0,909.0,841.0
ROCK1,978.0,957.0,515.0,271.0,606.0,195.0,237.0,22.0,651.0,292.0,808.0
ROCK2,962.0,168.0,492.0,62.0,113.0,600.0,546.0,831.0,488.0,334.0,272.0
Anthracycline,829.0,883.0,971.0,423.0,163.0,40.0,191.0,352.0,651.0,275.0,132.0
TOP2,897.0,952.0,875.0,200.0,57.0,67.0,117.0,633.0,530.0,380.0,500.0
Pyrimidine antimetabolite,352.0,460.0,760.0,280.0,124.0,201.0,251.0,894.0,765.0,571.0,219.0
DNA crosslinker,21.0,411.0,814.0,890.0,729.0,161.0,525.0,520.0,806.0,610.0,624.0
Microtubule destabiliser,548.0,786.0,851.0,237.0,181.0,191.0,808.0,739.0,626.0,473.0,691.0
SHP-1 (PTPN6),368.0,711.0,360.0,86.0,483.0,670.0,903.0,978.0,430.0,328.0,864.0
SHP-2 (PTPN11),512.0,691.0,382.0,87.0,362.0,606.0,909.0,977.0,425.0,304.0,781.0
AR,31.0,832.0,334.0,480.0,962.0,704.0,799.0,665.0,291.0,669.0,853.0
ARFGAP1,982.0,669.0,805.0,81.0,260.0,91.0,76.0,253.0,494.0,663.0,236.0
ATM,539.0,160.0,92.0,125.0,383.0,982.0,156.0,538.0,305.0,795.0,833.0
PPK,604.0,924.0,696.0,332.0,945.0,133.0,370.0,60.0,466.0,482.0,376.0
FLT1,404.0,102.0,501.0,586.0,990.0,377.0,293.0,51.0,303.0,944.0,300.0
c-FGR,605.0,966.0,778.0,364.0,936.0,100.0,354.0,55.0,399.0,354.0,426.0
GSK3A,117.0,826.0,214.0,725.0,998.0,653.0,956.0,114.0,589.0,456.0,887.0
GSK3B,78.0,800.0,184.0,729.0,990.0,662.0,950.0,281.0,562.0,434.0,902.0
PDGFRA,362.0,3.0,278.0,826.0,971.0,773.0,340.0,48.0,551.0,726.0,354.0
VEGFR2,702.0,999.0,817.0,277.0,37.0,78.0,671.0,943.0,383.0,57.0,603.0
FGFR1,778.0,931.0,588.0,4.0,195.0,661.0,832.0,950.0,164.0,417.0,745.0
TIE2,828.0,905.0,760.0,476.0,202.0,60.0,287.0,660.0,396.0,417.0,239.0
JNK2,104.0,961.0,600.0,931.0,922.0,417.0,303.0,59.0,623.0,300.0,266.0
JNK3,378.0,991.0,732.0,317.0,7.0,552.0,412.0,923.0,259.0,369.0,822.0
FAK,828.0,993.0,815.0,360.0,341.0,98.0,38.0,101.0,326.0,436.0,416.0
FAK2,909.0,991.0,806.0,249.0,469.0,129.0,50.0,75.0,334.0,445.0,387.0
BRD2,852.0,52.0,303.0,222.0,32.0,816.0,104.0,948.0,127.0,746.0,328.0
BRD3,779.0,136.0,358.0,227.0,14.0,765.0,93.0,956.0,129.0,675.0,387.0
BRD4,717.0,509.0,798.0,613.0,939.0,329.0,734.0,16.0,568.0,141.0,561.0
BRDT,643.0,998.0,832.0,317.0,114.0,230.0,128.0,503.0,318.0,262.0,717.0
HDAC2,746.0,998.0,825.0,506.0,408.0,184.0,93.0,145.0,305.0,362.0,637.0
HIF-PH,677.0,861.0,315.0,923.0,996.0,255.0,136.0,2.0,376.0,549.0,868.0
Farnesyl-transferase (FNTA),971.0,990.0,916.0,179.0,94.0,115.0,140.0,393.0,537.0,122.0,223.0
PDK1 (PDPK1),998.0,19.0,636.0,16.0,344.0,464.0,210.0,306.0,464.0,684.0,17.0
not defined,493.0,244.0,376.0,822.0,543.0,533.0,66.0,260.0,515.0,602.0,635.0
XIAP,388.0,869.0,839.0,893.0,889.0,221.0,104.0,13.0,483.0,442.0,381.0
PPARgamma,74.0,860.0,932.0,875.0,951.0,492.0,171.0,21.0,294.0,421.0,262.0
PPARdelta,63.0,865.0,916.0,873.0,945.0,519.0,158.0,31.0,277.0,382.0,225.0
Procaspase-3,157.0,788.0,814.0,452.0,374.0,574.0,415.0,844.0,65.0,571.0,333.0
Procaspase-7,113.0,839.0,843.0,455.0,331.0,618.0,438.0,849.0,96.0,593.0,349.0
PAK1,999.0,860.0,682.0,92.0,407.0,85.0,95.0,69.0,382.0,464.0,706.0
SGK2,927.0,427.0,646.0,312.0,772.0,140.0,402.0,81.0,838.0,552.0,334.0
SGK3,933.0,351.0,596.0,357.0,879.0,179.0,406.0,51.0,840.0,587.0,345.0
SYK,1000.0,898.0,576.0,2.0,0.0,329.0,553.0,997.0,464.0,102.0,181.0
Antimetabolite (DNA & RNA),493.0,519.0,600.0,381.0,38.0,328.0,321.0,986.0,440.0,579.0,39.0
SERCA,263.0,925.0,941.0,706.0,733.0,100.0,637.0,108.0,787.0,236.0,241.0
BCL2,6.0,846.0,797.0,863.0,491.0,439.0,242.0,716.0,385.0,165.0,466.0
BCL-XL,5.0,891.0,830.0,861.0,507.0,474.0,242.0,748.0,341.0,260.0,490.0
BCL-W,115.0,803.0,484.0,867.0,548.0,360.0,625.0,639.0,903.0,119.0,280.0
MCL1,932.0,495.0,907.0,768.0,524.0,86.0,89.0,10.0,515.0,510.0,416.0
Retinioic X receptor (RXR) agonist,897.0,637.0,341.0,738.0,972.0,296.0,178.0,1.0,664.0,680.0,658.0
dsDNA break induction,889.0,918.0,877.0,417.0,234.0,77.0,227.0,229.0,779.0,233.0,338.0
BTK,921.0,3.0,469.0,231.0,193.0,822.0,295.0,634.0,261.0,621.0,336.0
HSP90,217.0,684.0,677.0,617.0,786.0,167.0,631.0,312.0,851.0,497.0,490.0
Biguanide agent,898.0,960.0,688.0,78.0,816.0,110.0,221.0,209.0,407.0,560.0,649.0
PDGFRB,814.0,965.0,752.0,131.0,239.0,598.0,638.0,484.0,235.0,288.0,709.0
IKK1,80.0,197.0,731.0,43.0,610.0,540.0,833.0,993.0,191.0,691.0,750.0
IKK2,922.0,199.0,280.0,360.0,108.0,589.0,563.0,870.0,370.0,511.0,144.0
Amyloid beta20,134.0,746.0,283.0,734.0,488.0,775.0,268.0,442.0,449.0,482.0,780.0
Amyloid beta40,69.0,790.0,366.0,734.0,356.0,787.0,432.0,733.0,494.0,324.0,811.0
JAK1,46.0,164.0,325.0,679.0,952.0,585.0,866.0,662.0,765.0,412.0,756.0
JAK2,534.0,47.0,229.0,490.0,745.0,887.0,501.0,330.0,179.0,652.0,470.0
JNK1,403.0,993.0,811.0,455.0,605.0,339.0,865.0,358.0,687.0,79.0,666.0
KSP,833.0,29.0,515.0,9.0,26.0,779.0,881.0,980.0,545.0,721.0,488.0
CDK6,375.0,417.0,922.0,90.0,125.0,289.0,967.0,990.0,434.0,244.0,527.0
p38alpha,833.0,26.0,642.0,108.0,242.0,766.0,726.0,947.0,288.0,366.0,334.0
p38beta,846.0,54.0,677.0,120.0,281.0,701.0,677.0,920.0,231.0,312.0,327.0
PI3K (class 1),0.0,45.0,834.0,997.0,873.0,554.0,419.0,381.0,138.0,905.0,657.0
PI3Kgamma,365.0,545.0,190.0,698.0,209.0,523.0,69.0,748.0,353.0,850.0,287.0
PKCB,350.0,699.0,637.0,20.0,405.0,518.0,908.0,1000.0,164.0,546.0,504.0
RSK,292.0,750.0,207.0,366.0,723.0,619.0,696.0,818.0,451.0,256.0,747.0
PI3Kdelta,320.0,0.0,199.0,574.0,807.0,837.0,622.0,560.0,426.0,867.0,304.0
G9a and GLP methyltransferases,645.0,352.0,814.0,494.0,138.0,417.0,622.0,921.0,497.0,58.0,410.0
FLT4,182.0,71.0,319.0,678.0,753.0,604.0,718.0,734.0,383.0,821.0,625.0
AXL,256.0,3.0,330.0,679.0,730.0,787.0,538.0,677.0,397.0,953.0,407.0
NTRK2,614.0,838.0,843.0,177.0,13.0,456.0,451.0,908.0,440.0,268.0,329.0
IRAK1,603.0,8.0,539.0,120.0,33.0,851.0,777.0,998.0,420.0,430.0,128.0
LTK,454.0,569.0,195.0,134.0,588.0,778.0,798.0,966.0,253.0,272.0,807.0
Autophagy inducer,555.0,524.0,105.0,789.0,609.0,737.0,692.0,331.0,802.0,261.0,464.0
TAK1,964.0,331.0,585.0,927.0,48.0,357.0,243.0,153.0,779.0,63.0,439.0
MAP4K2,891.0,393.0,224.0,550.0,16.0,618.0,180.0,915.0,261.0,491.0,127.0
TAK,870.0,72.0,165.0,685.0,98.0,764.0,378.0,732.0,449.0,504.0,127.0
ERK2,749.0,951.0,382.0,327.0,68.0,333.0,370.0,929.0,531.0,224.0,48.0
ERK1,643.0,712.0,188.0,936.0,801.0,529.0,521.0,67.0,611.0,315.0,417.0
HDAC6,848.0,0.0,100.0,228.0,209.0,808.0,555.0,840.0,770.0,723.0,328.0
HDAC8,675.0,506.0,653.0,79.0,433.0,794.0,774.0,930.0,156.0,304.0,344.0
Endothelin-1 receptor (EDNRA),614.0,358.0,114.0,441.0,867.0,759.0,463.0,345.0,395.0,563.0,611.0
BIRC5,917.0,27.0,491.0,403.0,188.0,423.0,714.0,537.0,660.0,433.0,683.0
MDM4,919.0,14.0,262.0,735.0,322.0,664.0,284.0,184.0,481.0,509.0,427.0
HDAC,523.0,914.0,91.0,432.0,340.0,696.0,758.0,928.0,352.0,259.0,807.0
RAR,543.0,888.0,90.0,448.0,200.0,779.0,767.0,960.0,388.0,258.0,772.0
HDAC1-10,899.0,94.0,404.0,172.0,3.0,729.0,519.0,986.0,628.0,514.0,243.0
VEGFR1,25.0,39.0,114.0,805.0,682.0,903.0,612.0,643.0,410.0,796.0,750.0
VEGFR3,39.0,112.0,196.0,601.0,561.0,920.0,731.0,854.0,348.0,760.0,815.0
MEK5,894.0,91.0,127.0,767.0,247.0,685.0,363.0,537.0,608.0,503.0,109.0
MTORC2,209.0,7.0,523.0,516.0,862.0,853.0,140.0,204.0,74.0,977.0,534.0
Angiopoietin-1 receptor,744.0,210.0,71.0,846.0,295.0,794.0,888.0,727.0,856.0,176.0,346.0
JAK3,376.0,645.0,228.0,981.0,602.0,410.0,383.0,170.0,785.0,284.0,484.0
IKKB,733.0,98.0,67.0,383.0,113.0,866.0,617.0,981.0,480.0,405.0,346.0
MAP3K8,919.0,672.0,292.0,907.0,153.0,391.0,391.0,356.0,702.0,114.0,171.0
MPS1,973.0,974.0,602.0,193.0,63.0,140.0,101.0,539.0,624.0,228.0,84.0
EPHB4,788.0,539.0,110.0,650.0,383.0,464.0,298.0,467.0,632.0,417.0,238.0
RNA Polymerase 1,958.0,70.0,501.0,9.0,33.0,726.0,604.0,969.0,289.0,687.0,61.0
PI3Kalpha,674.0,3.0,749.0,224.0,35.0,491.0,295.0,971.0,273.0,813.0,323.0
DAPK3,714.0,1.0,728.0,198.0,51.0,514.0,366.0,962.0,273.0,801.0,325.0
CLK4,672.0,3.0,738.0,264.0,54.0,489.0,281.0,944.0,237.0,811.0,319.0
PIM3,521.0,3.0,798.0,172.0,1.0,604.0,414.0,998.0,164.0,705.0,594.0
HIPK2,670.0,2.0,733.0,268.0,105.0,468.0,293.0,918.0,271.0,851.0,296.0
ALK5,1000.0,932.0,538.0,7.0,169.0,232.0,175.0,727.0,185.0,400.0,284.0
TNKS1,340.0,508.0,831.0,643.0,884.0,77.0,878.0,415.0,431.0,421.0,651.0
TNKS2,379.0,607.0,880.0,547.0,948.0,83.0,926.0,368.0,400.0,400.0,798.0
ROCK,934.0,184.0,368.0,574.0,130.0,609.0,491.0,708.0,566.0,246.0,59.0
PYKFYVE,544.0,618.0,180.0,913.0,316.0,368.0,418.0,455.0,769.0,548.0,169.0
DDR1,904.0,36.0,139.0,65.0,237.0,897.0,56.0,579.0,102.0,914.0,577.0
RIPK1,679.0,0.0,222.0,91.0,532.0,946.0,603.0,809.0,278.0,890.0,283.0
CAMK2,918.0,825.0,358.0,16.0,37.0,799.0,410.0,988.0,122.0,291.0,633.0
LXR,155.0,0.0,158.0,769.0,996.0,915.0,628.0,122.0,567.0,929.0,389.0
FXR,163.0,0.0,159.0,758.0,994.0,875.0,573.0,130.0,572.0,893.0,349.0
SIRT1,486.0,867.0,149.0,326.0,885.0,571.0,456.0,279.0,371.0,589.0,756.0
AMPK agonist,652.0,172.0,224.0,284.0,837.0,673.0,860.0,729.0,384.0,383.0,743.0
TOP1,600.0,806.0,862.0,248.0,63.0,159.0,234.0,731.0,600.0,539.0,507.0
Antimetabolite,45.0,701.0,972.0,578.0,370.0,318.0,728.0,836.0,405.0,353.0,486.0
Retinoic acid,648.0,926.0,466.0,85.0,236.0,738.0,823.0,923.0,211.0,262.0,920.0
HDAC inhibitor Class I,19.0,916.0,672.0,971.0,936.0,269.0,533.0,31.0,580.0,395.0,666.0
IIa,56.0,912.0,730.0,937.0,889.0,234.0,642.0,59.0,624.0,395.0,641.0
IIb,46.0,941.0,727.0,949.0,734.0,310.0,677.0,186.0,639.0,421.0,693.0
IV,109.0,871.0,618.0,943.0,779.0,292.0,555.0,148.0,589.0,439.0,621.0
MEK1,15.0,849.0,469.0,966.0,742.0,633.0,364.0,194.0,818.0,248.0,321.0
MEK2,12.0,811.0,392.0,981.0,752.0,645.0,416.0,228.0,819.0,223.0,312.0
PARP1,536.0,909.0,843.0,573.0,338.0,136.0,491.0,261.0,686.0,197.0,920.0
PARP2,652.0,809.0,771.0,563.0,454.0,184.0,580.0,240.0,718.0,262.0,902.0
TEC,176.0,679.0,736.0,360.0,671.0,631.0,963.0,756.0,232.0,175.0,911.0
CRBN,59.0,930.0,356.0,893.0,999.0,276.0,684.0,54.0,316.0,699.0,943.0
CHEK1,0.0,93.0,590.0,941.0,871.0,791.0,932.0,820.0,455.0,718.0,734.0
CHEK2,0.0,505.0,500.0,984.0,944.0,619.0,753.0,425.0,676.0,823.0,197.0
NTRK1,15.0,965.0,733.0,803.0,668.0,451.0,756.0,495.0,527.0,376.0,484.0
NTRK3,528.0,996.0,745.0,590.0,376.0,207.0,260.0,164.0,531.0,357.0,730.0
p38,42.0,504.0,761.0,241.0,874.0,730.0,969.0,908.0,207.0,416.0,834.0
TBK1,113.0,753.0,238.0,740.0,602.0,804.0,767.0,556.0,719.0,146.0,898.0
DNAPK,83.0,310.0,93.0,934.0,928.0,858.0,674.0,39.0,920.0,407.0,959.0
PIM1,162.0,984.0,589.0,391.0,101.0,535.0,770.0,968.0,351.0,127.0,937.0
JNK,131.0,408.0,283.0,842.0,985.0,753.0,724.0,107.0,684.0,342.0,667.0
WEE1,663.0,79.0,663.0,159.0,285.0,767.0,836.0,909.0,230.0,314.0,961.0
MDM2,361.0,855.0,753.0,444.0,588.0,318.0,430.0,244.0,760.0,294.0,155.0
FGFR3,483.0,284.0,326.0,21.0,537.0,927.0,865.0,853.0,185.0,727.0,811.0
PI3K (Class 1),390.0,980.0,902.0,378.0,826.0,64.0,446.0,124.0,431.0,467.0,920.0
PPM1D,426.0,837.0,142.0,938.0,900.0,424.0,140.0,39.0,182.0,709.0,936.0
RAC1,938.0,771.0,388.0,40.0,562.0,710.0,376.0,288.0,147.0,380.0,764.0
RAC2,962.0,880.0,430.0,15.0,597.0,745.0,446.0,268.0,194.0,434.0,839.0
RAC3,982.0,830.0,344.0,19.0,392.0,762.0,489.0,406.0,180.0,310.0,819.0
S6K1,338.0,706.0,135.0,217.0,353.0,945.0,644.0,664.0,401.0,598.0,873.0
LOK,914.0,425.0,769.0,18.0,555.0,338.0,765.0,431.0,374.0,408.0,602.0
TRCB,931.0,503.0,759.0,16.0,481.0,445.0,786.0,523.0,339.0,439.0,678.0
ABL(T315I),932.0,460.0,721.0,32.0,480.0,439.0,769.0,499.0,330.0,385.0,575.0
ADCK4,892.0,879.0,762.0,42.0,28.0,290.0,636.0,991.0,163.0,235.0,679.0
BRSK2,569.0,989.0,590.0,268.0,261.0,338.0,858.0,860.0,581.0,64.0,807.0
MARK4,620.0,974.0,508.0,206.0,375.0,338.0,851.0,851.0,502.0,71.0,747.0
PRKCD,689.0,987.0,710.0,224.0,158.0,228.0,781.0,867.0,569.0,60.0,718.0
SPRK1,685.0,979.0,591.0,236.0,324.0,191.0,775.0,632.0,562.0,65.0,721.0
MAPK7,765.0,986.0,724.0,457.0,493.0,165.0,909.0,387.0,710.0,25.0,635.0
ATR,484.0,968.0,745.0,375.0,697.0,111.0,485.0,394.0,608.0,440.0,843.0
ALK4,824.0,583.0,635.0,3.0,454.0,569.0,870.0,894.0,640.0,285.0,783.0
ESR1,847.0,918.0,276.0,109.0,209.0,671.0,819.0,777.0,505.0,230.0,919.0
EGLN1,8.0,865.0,483.0,836.0,779.0,588.0,919.0,673.0,662.0,294.0,686.0
RNA helicase A,551.0,905.0,907.0,297.0,706.0,194.0,688.0,115.0,711.0,285.0,533.0
Induces reactive oxygen species,781.0,259.0,524.0,788.0,589.0,441.0,578.0,78.0,898.0,163.0,827.0
NAMPT,562.0,806.0,589.0,81.0,0.0,732.0,865.0,1000.0,438.0,92.0,740.0
TRAIL receptor agonist,31.0,963.0,522.0,485.0,221.0,525.0,948.0,942.0,765.0,154.0,819.0
L3MBTL3,96.0,926.0,446.0,471.0,152.0,641.0,930.0,992.0,457.0,159.0,846.0
DOT1L,35.0,903.0,311.0,735.0,154.0,851.0,911.0,953.0,470.0,240.0,691.0
DNA alkylating agent,800.0,964.0,354.0,224.0,286.0,499.0,530.0,840.0,225.0,160.0,880.0
NAE,865.0,965.0,853.0,10.0,99.0,290.0,730.0,791.0,641.0,177.0,765.0
