,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
ROCK2,383.0,249.0,646.0,218.0,491.0,258.0,120.0,843.0,683.0,92.0,259.0
Anthracycline,392.0,754.0,855.0,318.0,289.0,610.0,956.0,129.0,336.0,768.0,755.0
TOP2,259.0,905.0,865.0,697.0,221.0,849.0,851.0,489.0,101.0,667.0,961.0
Pyrimidine antimetabolite,849.0,673.0,790.0,424.0,44.0,442.0,996.0,278.0,672.0,507.0,728.0
DNA crosslinker,717.0,544.0,953.0,90.0,552.0,186.0,963.0,2.0,220.0,892.0,119.0
Microtubule destabiliser,112.0,607.0,818.0,474.0,750.0,480.0,370.0,532.0,75.0,759.0,701.0
SHP-1 (PTPN6),529.0,727.0,654.0,191.0,173.0,971.0,671.0,639.0,421.0,245.0,691.0
SHP-2 (PTPN11),476.0,722.0,652.0,212.0,170.0,986.0,628.0,650.0,417.0,294.0,732.0
AR,586.0,927.0,75.0,746.0,223.0,884.0,361.0,769.0,403.0,734.0,878.0
ARFGAP1,378.0,783.0,798.0,680.0,62.0,758.0,984.0,453.0,388.0,664.0,937.0
ATM,762.0,435.0,399.0,102.0,850.0,213.0,63.0,468.0,161.0,678.0,46.0
PPK,55.0,548.0,492.0,879.0,853.0,588.0,30.0,389.0,344.0,891.0,242.0
FLT1,163.0,288.0,226.0,569.0,861.0,339.0,5.0,661.0,818.0,367.0,56.0
c-FGR,24.0,582.0,629.0,889.0,835.0,528.0,48.0,403.0,264.0,936.0,230.0
GSK3A,969.0,144.0,627.0,146.0,229.0,206.0,346.0,716.0,469.0,451.0,106.0
GSK3B,957.0,140.0,640.0,121.0,300.0,199.0,310.0,607.0,471.0,492.0,84.0
PDGFRA,686.0,277.0,74.0,969.0,609.0,593.0,933.0,235.0,901.0,356.0,860.0
VEGFR2,70.0,275.0,881.0,813.0,451.0,678.0,128.0,746.0,240.0,618.0,405.0
FGFR1,12.0,220.0,412.0,956.0,174.0,965.0,299.0,958.0,766.0,619.0,954.0
TIE2,204.0,160.0,507.0,722.0,693.0,515.0,59.0,753.0,804.0,101.0,195.0
JNK2,784.0,203.0,282.0,306.0,505.0,278.0,636.0,162.0,726.0,806.0,86.0
JNK3,536.0,195.0,741.0,450.0,871.0,152.0,84.0,641.0,180.0,409.0,263.0
FAK,598.0,211.0,525.0,883.0,719.0,322.0,263.0,405.0,754.0,160.0,492.0
FAK2,529.0,154.0,504.0,939.0,742.0,363.0,253.0,441.0,804.0,131.0,588.0
BRD2,421.0,490.0,421.0,828.0,510.0,733.0,43.0,949.0,343.0,128.0,582.0
BRD3,394.0,438.0,321.0,851.0,570.0,752.0,36.0,952.0,393.0,76.0,621.0
BRD4,878.0,928.0,704.0,122.0,106.0,900.0,792.0,215.0,683.0,154.0,124.0
BRDT,984.0,582.0,819.0,90.0,657.0,62.0,113.0,523.0,95.0,334.0,147.0
HDAC2,809.0,722.0,907.0,50.0,729.0,236.0,18.0,380.0,16.0,845.0,23.0
HIF-PH,846.0,772.0,546.0,389.0,375.0,639.0,528.0,300.0,378.0,559.0,465.0
Farnesyl-transferase (FNTA),810.0,558.0,100.0,468.0,23.0,917.0,744.0,982.0,922.0,36.0,719.0
PDK1 (PDPK1),519.0,751.0,27.0,390.0,373.0,373.0,350.0,928.0,723.0,241.0,907.0
not defined,216.0,825.0,693.0,940.0,461.0,749.0,12.0,899.0,136.0,484.0,482.0
XIAP,296.0,454.0,574.0,721.0,27.0,716.0,958.0,657.0,775.0,839.0,838.0
PPARgamma,416.0,465.0,119.0,682.0,29.0,879.0,977.0,756.0,981.0,236.0,945.0
PPARdelta,407.0,509.0,152.0,715.0,18.0,910.0,989.0,741.0,983.0,257.0,965.0
Procaspase-3,284.0,419.0,768.0,239.0,440.0,612.0,439.0,294.0,737.0,433.0,7.0
Procaspase-7,233.0,445.0,747.0,268.0,448.0,683.0,414.0,302.0,736.0,426.0,12.0
PAK1,309.0,322.0,274.0,902.0,22.0,960.0,809.0,943.0,950.0,116.0,969.0
SGK2,477.0,740.0,728.0,711.0,52.0,667.0,978.0,506.0,342.0,758.0,933.0
SGK3,475.0,760.0,779.0,734.0,38.0,722.0,987.0,472.0,315.0,803.0,948.0
SYK,779.0,655.0,946.0,234.0,573.0,255.0,902.0,3.0,436.0,761.0,109.0
Antimetabolite (DNA & RNA),28.0,539.0,600.0,813.0,412.0,952.0,243.0,615.0,512.0,512.0,603.0
SERCA,729.0,641.0,794.0,407.0,87.0,672.0,978.0,441.0,395.0,528.0,941.0
BCL2,960.0,307.0,184.0,99.0,421.0,286.0,864.0,358.0,589.0,692.0,263.0
BCL-XL,952.0,187.0,149.0,126.0,534.0,208.0,777.0,396.0,639.0,620.0,163.0
BCL-W,771.0,85.0,167.0,577.0,72.0,564.0,975.0,869.0,960.0,98.0,906.0
MCL1,589.0,851.0,627.0,335.0,39.0,950.0,973.0,353.0,682.0,358.0,833.0
Retinioic X receptor (RXR) agonist,718.0,55.0,110.0,716.0,212.0,654.0,582.0,878.0,739.0,467.0,965.0
dsDNA break induction,650.0,905.0,943.0,2.0,424.0,705.0,617.0,20.0,172.0,624.0,7.0
BTK,887.0,424.0,759.0,186.0,851.0,207.0,47.0,628.0,88.0,172.0,490.0
HSP90,98.0,711.0,667.0,463.0,653.0,582.0,631.0,214.0,402.0,854.0,880.0
Biguanide agent,16.0,794.0,687.0,878.0,160.0,989.0,506.0,577.0,554.0,701.0,869.0
PDGFRB,69.0,53.0,143.0,434.0,812.0,470.0,11.0,871.0,806.0,754.0,539.0
IKK1,210.0,716.0,850.0,708.0,558.0,765.0,352.0,561.0,51.0,781.0,804.0
IKK2,595.0,607.0,440.0,196.0,872.0,198.0,63.0,219.0,729.0,208.0,9.0
Amyloid beta20,202.0,358.0,214.0,98.0,222.0,948.0,174.0,986.0,575.0,253.0,910.0
Amyloid beta40,264.0,409.0,238.0,75.0,299.0,927.0,154.0,972.0,495.0,316.0,846.0
JAK1,475.0,707.0,448.0,296.0,146.0,791.0,536.0,780.0,860.0,93.0,191.0
JAK2,243.0,188.0,642.0,540.0,988.0,158.0,9.0,269.0,146.0,749.0,42.0
JNK1,970.0,708.0,902.0,47.0,92.0,264.0,955.0,93.0,355.0,723.0,275.0
KSP,78.0,617.0,676.0,769.0,644.0,515.0,521.0,532.0,271.0,585.0,766.0
CDK6,377.0,723.0,863.0,398.0,783.0,418.0,693.0,74.0,244.0,608.0,702.0
p38alpha,372.0,953.0,895.0,767.0,550.0,455.0,825.0,85.0,55.0,827.0,330.0
p38beta,374.0,966.0,850.0,823.0,551.0,514.0,848.0,102.0,76.0,817.0,406.0
PI3K (class 1),918.0,564.0,426.0,55.0,862.0,144.0,60.0,438.0,124.0,498.0,31.0
PI3Kgamma,551.0,293.0,495.0,335.0,900.0,107.0,81.0,336.0,664.0,197.0,8.0
PKCB,655.0,738.0,740.0,483.0,816.0,222.0,275.0,196.0,34.0,919.0,492.0
RSK,671.0,640.0,541.0,335.0,404.0,632.0,277.0,609.0,301.0,337.0,137.0
PI3Kdelta,914.0,317.0,107.0,572.0,888.0,132.0,78.0,805.0,187.0,318.0,382.0
G9a and GLP methyltransferases,364.0,566.0,820.0,313.0,325.0,848.0,389.0,489.0,173.0,732.0,778.0
FLT4,554.0,462.0,270.0,244.0,427.0,716.0,57.0,780.0,851.0,70.0,114.0
AXL,626.0,245.0,176.0,229.0,641.0,306.0,90.0,750.0,929.0,70.0,183.0
NTRK2,197.0,709.0,872.0,899.0,465.0,744.0,805.0,439.0,259.0,627.0,946.0
IRAK1,322.0,606.0,261.0,387.0,851.0,313.0,210.0,889.0,169.0,322.0,423.0
LTK,194.0,523.0,661.0,382.0,562.0,724.0,42.0,785.0,120.0,798.0,168.0
Autophagy inducer,597.0,36.0,70.0,834.0,577.0,264.0,532.0,881.0,697.0,444.0,852.0
TAK1,266.0,668.0,433.0,620.0,405.0,683.0,66.0,743.0,814.0,161.0,243.0
MAP4K2,301.0,102.0,69.0,702.0,723.0,198.0,196.0,649.0,970.0,397.0,239.0
TAK,124.0,194.0,46.0,759.0,689.0,385.0,78.0,806.0,973.0,360.0,309.0
ERK2,131.0,686.0,45.0,694.0,530.0,760.0,71.0,884.0,926.0,126.0,218.0
ERK1,957.0,775.0,554.0,454.0,459.0,192.0,739.0,513.0,127.0,436.0,266.0
HDAC6,71.0,90.0,306.0,985.0,650.0,725.0,182.0,834.0,686.0,487.0,870.0
HDAC8,701.0,949.0,756.0,46.0,656.0,303.0,593.0,110.0,125.0,913.0,17.0
Endothelin-1 receptor (EDNRA),586.0,601.0,139.0,549.0,281.0,739.0,213.0,923.0,601.0,241.0,600.0
BIRC5,105.0,273.0,513.0,962.0,319.0,796.0,853.0,625.0,742.0,494.0,994.0
MDM4,20.0,352.0,160.0,918.0,408.0,935.0,310.0,908.0,829.0,369.0,973.0
HDAC,320.0,838.0,161.0,193.0,319.0,966.0,90.0,809.0,414.0,630.0,504.0
RAR,177.0,814.0,159.0,445.0,239.0,983.0,122.0,904.0,531.0,587.0,704.0
HDAC1-10,136.0,67.0,180.0,878.0,603.0,758.0,414.0,792.0,872.0,277.0,967.0
VEGFR1,613.0,652.0,696.0,140.0,199.0,457.0,361.0,704.0,430.0,692.0,358.0
VEGFR3,611.0,615.0,600.0,107.0,321.0,375.0,283.0,592.0,439.0,744.0,310.0
MEK5,353.0,201.0,56.0,791.0,659.0,210.0,179.0,781.0,897.0,325.0,404.0
MTORC2,768.0,361.0,285.0,642.0,899.0,206.0,41.0,745.0,261.0,298.0,298.0
Angiopoietin-1 receptor,59.0,931.0,176.0,748.0,456.0,933.0,320.0,671.0,122.0,975.0,913.0
JAK3,718.0,893.0,778.0,246.0,409.0,163.0,398.0,249.0,339.0,385.0,10.0
IKKB,312.0,717.0,141.0,578.0,596.0,303.0,141.0,832.0,647.0,279.0,177.0
MAP3K8,567.0,220.0,53.0,908.0,290.0,459.0,162.0,946.0,915.0,332.0,784.0
MPS1,157.0,912.0,338.0,263.0,734.0,601.0,33.0,563.0,449.0,398.0,50.0
EPHB4,433.0,513.0,178.0,564.0,665.0,146.0,612.0,184.0,940.0,479.0,30.0
RNA Polymerase 1,16.0,689.0,302.0,846.0,514.0,952.0,229.0,609.0,655.0,533.0,790.0
PI3Kalpha,820.0,276.0,537.0,312.0,418.0,731.0,515.0,845.0,248.0,128.0,770.0
DAPK3,814.0,308.0,487.0,317.0,346.0,747.0,530.0,867.0,256.0,138.0,761.0
CLK4,833.0,308.0,458.0,261.0,427.0,722.0,484.0,846.0,227.0,122.0,742.0
PIM3,920.0,441.0,711.0,101.0,115.0,861.0,902.0,804.0,253.0,54.0,748.0
HIPK2,827.0,350.0,451.0,273.0,449.0,754.0,442.0,850.0,211.0,128.0,758.0
ALK5,79.0,287.0,226.0,925.0,539.0,291.0,292.0,846.0,855.0,336.0,194.0
TNKS1,836.0,426.0,144.0,220.0,694.0,273.0,395.0,140.0,801.0,770.0,307.0
TNKS2,765.0,353.0,121.0,222.0,670.0,315.0,499.0,133.0,876.0,727.0,424.0
ROCK,497.0,91.0,227.0,622.0,619.0,137.0,88.0,909.0,866.0,78.0,457.0
PYKFYVE,404.0,302.0,173.0,578.0,538.0,275.0,451.0,368.0,961.0,408.0,49.0
DDR1,547.0,160.0,172.0,536.0,811.0,123.0,186.0,838.0,196.0,730.0,675.0
RIPK1,504.0,693.0,139.0,852.0,957.0,467.0,612.0,501.0,60.0,462.0,911.0
CAMK2,324.0,454.0,143.0,415.0,478.0,785.0,262.0,966.0,133.0,512.0,908.0
LXR,91.0,512.0,331.0,950.0,39.0,842.0,816.0,942.0,859.0,395.0,973.0
FXR,86.0,621.0,594.0,937.0,131.0,849.0,774.0,844.0,688.0,571.0,954.0
SIRT1,126.0,828.0,242.0,771.0,164.0,920.0,228.0,971.0,445.0,497.0,866.0
AMPK agonist,102.0,381.0,847.0,682.0,403.0,835.0,626.0,478.0,145.0,864.0,734.0
TOP1,900.0,663.0,771.0,91.0,552.0,521.0,774.0,79.0,286.0,481.0,298.0
Antimetabolite,221.0,707.0,910.0,293.0,560.0,797.0,691.0,59.0,156.0,953.0,440.0
Retinoic acid,376.0,764.0,900.0,102.0,131.0,827.0,684.0,128.0,432.0,897.0,189.0
HDAC inhibitor Class I,457.0,565.0,686.0,592.0,725.0,461.0,653.0,147.0,141.0,898.0,596.0
IIa,467.0,609.0,600.0,602.0,583.0,576.0,562.0,291.0,144.0,895.0,655.0
IIb,583.0,598.0,587.0,513.0,524.0,427.0,810.0,116.0,298.0,824.0,414.0
IV,376.0,584.0,677.0,628.0,641.0,496.0,640.0,158.0,215.0,882.0,502.0
MEK1,187.0,402.0,896.0,819.0,594.0,237.0,540.0,61.0,714.0,666.0,168.0
MEK2,239.0,374.0,906.0,818.0,554.0,193.0,565.0,77.0,780.0,586.0,202.0
PARP1,457.0,849.0,696.0,115.0,608.0,566.0,379.0,167.0,385.0,464.0,186.0
PARP2,392.0,834.0,662.0,314.0,511.0,664.0,575.0,194.0,483.0,451.0,439.0
TEC,682.0,851.0,959.0,598.0,289.0,460.0,907.0,62.0,115.0,830.0,517.0
CRBN,243.0,493.0,522.0,671.0,635.0,505.0,54.0,872.0,178.0,531.0,477.0
CHEK1,392.0,360.0,390.0,668.0,398.0,523.0,868.0,108.0,782.0,896.0,675.0
CHEK2,522.0,585.0,690.0,523.0,675.0,246.0,899.0,20.0,210.0,989.0,717.0
NTRK1,786.0,344.0,824.0,186.0,909.0,54.0,424.0,38.0,80.0,980.0,62.0
NTRK3,286.0,581.0,932.0,890.0,201.0,825.0,877.0,109.0,536.0,758.0,907.0
p38,275.0,314.0,145.0,957.0,364.0,502.0,618.0,664.0,860.0,745.0,804.0
TBK1,190.0,186.0,235.0,641.0,821.0,330.0,28.0,786.0,449.0,764.0,701.0
DNAPK,938.0,286.0,692.0,234.0,82.0,412.0,977.0,247.0,727.0,506.0,409.0
PIM1,519.0,655.0,755.0,327.0,204.0,589.0,888.0,317.0,636.0,495.0,298.0
JNK,880.0,578.0,575.0,118.0,718.0,246.0,548.0,141.0,123.0,904.0,170.0
WEE1,304.0,239.0,171.0,603.0,182.0,852.0,260.0,931.0,959.0,47.0,365.0
MDM2,240.0,671.0,810.0,112.0,951.0,201.0,165.0,60.0,341.0,620.0,0.0
FGFR3,73.0,315.0,91.0,703.0,129.0,932.0,289.0,929.0,933.0,614.0,955.0
PI3K (Class 1),399.0,360.0,563.0,783.0,536.0,483.0,862.0,375.0,644.0,557.0,845.0
PPM1D,265.0,372.0,776.0,620.0,962.0,271.0,62.0,516.0,42.0,723.0,388.0
RAC1,381.0,794.0,756.0,472.0,172.0,557.0,914.0,748.0,251.0,320.0,620.0
RAC2,347.0,803.0,819.0,478.0,331.0,527.0,906.0,633.0,149.0,380.0,570.0
RAC3,393.0,819.0,831.0,517.0,237.0,526.0,927.0,657.0,227.0,404.0,596.0
S6K1,184.0,698.0,974.0,295.0,263.0,571.0,802.0,144.0,293.0,824.0,41.0
LOK,804.0,589.0,913.0,134.0,376.0,202.0,491.0,75.0,281.0,745.0,77.0
TRCB,681.0,696.0,923.0,169.0,550.0,238.0,422.0,56.0,270.0,800.0,105.0
ABL(T315I),610.0,657.0,942.0,280.0,351.0,245.0,559.0,100.0,292.0,847.0,131.0
ADCK4,106.0,328.0,224.0,414.0,400.0,918.0,166.0,839.0,606.0,832.0,592.0
BRSK2,393.0,667.0,692.0,376.0,204.0,911.0,297.0,619.0,279.0,649.0,212.0
MARK4,372.0,783.0,833.0,398.0,191.0,917.0,394.0,554.0,193.0,745.0,194.0
PRKCD,238.0,761.0,715.0,446.0,110.0,946.0,311.0,768.0,253.0,643.0,199.0
SPRK1,245.0,647.0,760.0,424.0,78.0,866.0,387.0,759.0,293.0,661.0,172.0
MAPK7,837.0,907.0,561.0,136.0,46.0,846.0,950.0,308.0,637.0,457.0,509.0
ATR,147.0,841.0,814.0,648.0,597.0,740.0,76.0,709.0,89.0,468.0,276.0
ALK4,416.0,200.0,868.0,108.0,414.0,145.0,409.0,566.0,316.0,859.0,61.0
ESR1,566.0,675.0,98.0,412.0,222.0,722.0,392.0,732.0,755.0,702.0,677.0
EGLN1,958.0,382.0,321.0,77.0,546.0,410.0,357.0,543.0,191.0,763.0,727.0
RNA helicase A,610.0,530.0,242.0,126.0,418.0,839.0,113.0,758.0,294.0,650.0,648.0
Induces reactive oxygen species,440.0,477.0,612.0,879.0,473.0,613.0,383.0,800.0,191.0,495.0,923.0
NAMPT,896.0,800.0,931.0,396.0,155.0,336.0,969.0,175.0,254.0,468.0,801.0
TRAIL receptor agonist,615.0,213.0,885.0,328.0,943.0,70.0,333.0,138.0,71.0,924.0,118.0
L3MBTL3,743.0,546.0,591.0,513.0,687.0,258.0,682.0,224.0,132.0,919.0,657.0
DOT1L,690.0,383.0,332.0,427.0,657.0,416.0,348.0,788.0,129.0,673.0,780.0
DNA alkylating agent,273.0,601.0,713.0,479.0,216.0,713.0,608.0,647.0,240.0,711.0,605.0
NAE,719.0,922.0,898.0,212.0,525.0,479.0,754.0,55.0,86.0,882.0,295.0
