,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Dihydrofolate reductase (DHFR),114.0,645.0,757.0,727.0,538.0,661.0,789.0,22.0,861.0,690.0,432.0
MTOR,797.0,659.0,239.0,579.0,32.0,58.0,658.0,994.0,184.0,523.0,724.0
AKT1,74.0,957.0,585.0,842.0,174.0,215.0,146.0,318.0,960.0,593.0,314.0
AKT2,93.0,967.0,492.0,793.0,181.0,169.0,155.0,403.0,939.0,628.0,469.0
AKT3,535.0,187.0,545.0,82.0,125.0,981.0,268.0,996.0,32.0,603.0,85.0
HDAC1,49.0,219.0,586.0,459.0,869.0,335.0,619.0,205.0,969.0,645.0,851.0
HDAC3,114.0,809.0,219.0,922.0,696.0,184.0,81.0,127.0,464.0,953.0,656.0
IKK,381.0,492.0,960.0,876.0,231.0,229.0,707.0,143.0,830.0,487.0,231.0
PI3Kbeta,651.0,327.0,461.0,609.0,267.0,532.0,67.0,565.0,476.0,886.0,265.0
ERK5,415.0,527.0,128.0,670.0,990.0,764.0,189.0,43.0,394.0,355.0,639.0
BET,846.0,399.0,300.0,556.0,270.0,212.0,235.0,937.0,95.0,583.0,427.0
EIF2A,127.0,764.0,514.0,905.0,627.0,603.0,174.0,27.0,563.0,825.0,339.0
ERBB2,6.0,362.0,885.0,740.0,899.0,693.0,586.0,4.0,981.0,859.0,409.0
ROCK1,658.0,98.0,519.0,213.0,562.0,421.0,369.0,987.0,551.0,194.0,241.0
ROCK2,229.0,144.0,52.0,47.0,517.0,963.0,433.0,1000.0,265.0,394.0,295.0
Anthracycline,795.0,325.0,650.0,409.0,121.0,53.0,456.0,981.0,285.0,544.0,755.0
TOP2,925.0,333.0,460.0,117.0,281.0,30.0,644.0,979.0,340.0,285.0,742.0
Pyrimidine antimetabolite,912.0,295.0,590.0,408.0,331.0,24.0,907.0,848.0,399.0,259.0,592.0
DNA crosslinker,968.0,289.0,168.0,261.0,42.0,12.0,710.0,957.0,810.0,392.0,479.0
Microtubule destabiliser,811.0,234.0,604.0,212.0,134.0,161.0,624.0,986.0,198.0,638.0,527.0
SHP-1 (PTPN6),133.0,701.0,742.0,372.0,317.0,970.0,768.0,327.0,634.0,610.0,59.0
SHP-2 (PTPN11),139.0,699.0,755.0,359.0,260.0,978.0,748.0,401.0,580.0,597.0,74.0
AR,186.0,398.0,332.0,811.0,482.0,608.0,549.0,71.0,923.0,855.0,440.0
ARFGAP1,650.0,605.0,872.0,228.0,46.0,461.0,187.0,996.0,133.0,402.0,814.0
ATM,821.0,623.0,737.0,412.0,333.0,207.0,70.0,506.0,709.0,475.0,675.0
PPK,921.0,51.0,921.0,645.0,192.0,95.0,518.0,646.0,662.0,345.0,138.0
FLT1,861.0,61.0,492.0,642.0,730.0,361.0,428.0,145.0,680.0,473.0,182.0
c-FGR,868.0,57.0,905.0,644.0,216.0,244.0,483.0,630.0,682.0,299.0,114.0
GSK3A,111.0,598.0,46.0,714.0,365.0,625.0,100.0,820.0,948.0,420.0,573.0
GSK3B,167.0,566.0,60.0,626.0,280.0,616.0,123.0,930.0,946.0,326.0,558.0
PDGFRA,540.0,769.0,906.0,619.0,964.0,70.0,588.0,42.0,190.0,216.0,980.0
VEGFR2,233.0,305.0,240.0,697.0,397.0,684.0,76.0,631.0,575.0,864.0,476.0
FGFR1,978.0,201.0,503.0,92.0,143.0,376.0,184.0,749.0,393.0,758.0,161.0
TIE2,648.0,391.0,21.0,663.0,964.0,263.0,91.0,119.0,413.0,878.0,729.0
JNK2,112.0,937.0,569.0,963.0,951.0,22.0,393.0,1.0,914.0,498.0,754.0
JNK3,713.0,179.0,512.0,203.0,456.0,324.0,455.0,849.0,305.0,845.0,404.0
FAK,156.0,104.0,425.0,361.0,785.0,452.0,525.0,812.0,746.0,677.0,271.0
FAK2,186.0,146.0,426.0,391.0,764.0,292.0,486.0,830.0,697.0,687.0,313.0
BRD2,833.0,268.0,371.0,292.0,455.0,271.0,422.0,903.0,428.0,284.0,450.0
BRD3,816.0,256.0,258.0,233.0,478.0,324.0,262.0,892.0,565.0,348.0,452.0
BRD4,379.0,836.0,758.0,985.0,872.0,101.0,309.0,2.0,620.0,549.0,739.0
BRDT,351.0,526.0,747.0,521.0,397.0,259.0,268.0,787.0,165.0,925.0,492.0
HDAC2,633.0,396.0,877.0,719.0,508.0,28.0,816.0,602.0,423.0,253.0,535.0
HIF-PH,865.0,639.0,450.0,980.0,613.0,20.0,533.0,159.0,168.0,356.0,670.0
Farnesyl-transferase (FNTA),731.0,714.0,380.0,719.0,490.0,16.0,227.0,951.0,48.0,639.0,741.0
PDK1 (PDPK1),937.0,645.0,771.0,159.0,466.0,795.0,308.0,546.0,272.0,49.0,430.0
not defined,321.0,787.0,164.0,952.0,636.0,345.0,358.0,71.0,127.0,937.0,874.0
XIAP,415.0,965.0,304.0,981.0,432.0,14.0,256.0,355.0,102.0,670.0,983.0
PPARgamma,394.0,950.0,244.0,721.0,628.0,17.0,288.0,574.0,216.0,666.0,963.0
PPARdelta,337.0,959.0,258.0,753.0,657.0,14.0,289.0,567.0,209.0,673.0,963.0
Procaspase-3,124.0,676.0,705.0,997.0,837.0,10.0,699.0,10.0,759.0,391.0,836.0
Procaspase-7,115.0,654.0,701.0,997.0,843.0,24.0,731.0,8.0,780.0,456.0,787.0
PAK1,375.0,58.0,954.0,278.0,319.0,912.0,451.0,974.0,191.0,156.0,160.0
SGK2,899.0,261.0,728.0,373.0,265.0,77.0,407.0,957.0,46.0,586.0,930.0
SGK3,919.0,207.0,772.0,339.0,273.0,57.0,432.0,955.0,52.0,494.0,910.0
SYK,936.0,38.0,577.0,84.0,297.0,189.0,371.0,983.0,418.0,411.0,261.0
Antimetabolite (DNA & RNA),851.0,112.0,851.0,116.0,604.0,734.0,861.0,791.0,435.0,24.0,111.0
SERCA,248.0,715.0,211.0,798.0,567.0,16.0,651.0,672.0,580.0,625.0,932.0
BCL2,888.0,597.0,446.0,44.0,281.0,253.0,585.0,401.0,584.0,902.0,469.0
BCL-XL,879.0,645.0,419.0,66.0,283.0,227.0,635.0,433.0,567.0,912.0,411.0
BCL-W,781.0,830.0,64.0,112.0,762.0,71.0,563.0,519.0,317.0,811.0,843.0
MCL1,541.0,625.0,701.0,759.0,690.0,49.0,755.0,358.0,496.0,112.0,960.0
Retinioic X receptor (RXR) agonist,831.0,881.0,529.0,886.0,145.0,0.0,460.0,712.0,436.0,260.0,920.0
dsDNA break induction,640.0,218.0,976.0,428.0,321.0,414.0,835.0,689.0,610.0,34.0,651.0
BTK,780.0,683.0,211.0,57.0,379.0,972.0,131.0,996.0,27.0,127.0,204.0
HSP90,201.0,53.0,872.0,253.0,484.0,662.0,888.0,900.0,765.0,283.0,151.0
Biguanide agent,925.0,413.0,483.0,344.0,41.0,549.0,833.0,992.0,28.0,351.0,251.0
PDGFRB,473.0,147.0,126.0,783.0,178.0,430.0,664.0,831.0,838.0,313.0,898.0
IKK1,507.0,448.0,432.0,230.0,128.0,597.0,496.0,997.0,219.0,314.0,514.0
IKK2,284.0,52.0,536.0,44.0,934.0,999.0,341.0,341.0,547.0,480.0,162.0
Amyloid beta20,500.0,637.0,429.0,545.0,135.0,885.0,232.0,777.0,260.0,628.0,129.0
Amyloid beta40,415.0,738.0,398.0,767.0,163.0,773.0,292.0,628.0,264.0,653.0,128.0
JAK1,497.0,874.0,315.0,985.0,813.0,149.0,873.0,2.0,803.0,519.0,773.0
JAK2,900.0,41.0,742.0,12.0,13.0,990.0,169.0,998.0,338.0,510.0,1.0
JNK1,537.0,728.0,93.0,698.0,133.0,158.0,170.0,984.0,124.0,745.0,673.0
KSP,912.0,22.0,826.0,30.0,9.0,871.0,554.0,1000.0,81.0,559.0,357.0
CDK6,136.0,70.0,975.0,488.0,244.0,753.0,985.0,836.0,855.0,43.0,266.0
p38alpha,554.0,163.0,908.0,131.0,433.0,990.0,233.0,577.0,228.0,784.0,61.0
p38beta,512.0,235.0,876.0,113.0,508.0,986.0,215.0,508.0,248.0,823.0,78.0
PI3K (class 1),342.0,565.0,459.0,252.0,497.0,895.0,60.0,732.0,459.0,809.0,143.0
PI3Kgamma,240.0,896.0,64.0,95.0,580.0,859.0,176.0,959.0,120.0,667.0,602.0
PKCB,3.0,343.0,150.0,733.0,667.0,669.0,240.0,604.0,980.0,815.0,670.0
RSK,114.0,717.0,125.0,863.0,896.0,712.0,320.0,323.0,416.0,440.0,265.0
PI3Kdelta,574.0,397.0,455.0,321.0,312.0,939.0,41.0,733.0,262.0,746.0,280.0
G9a and GLP methyltransferases,324.0,529.0,397.0,828.0,873.0,360.0,975.0,489.0,373.0,20.0,540.0
FLT4,256.0,488.0,179.0,765.0,895.0,594.0,813.0,67.0,865.0,526.0,438.0
AXL,692.0,433.0,80.0,393.0,901.0,637.0,439.0,101.0,473.0,557.0,573.0
NTRK2,739.0,182.0,846.0,58.0,38.0,889.0,905.0,966.0,467.0,442.0,62.0
IRAK1,61.0,725.0,34.0,213.0,649.0,986.0,544.0,789.0,237.0,807.0,668.0
LTK,831.0,691.0,563.0,839.0,436.0,89.0,351.0,463.0,351.0,266.0,351.0
Autophagy inducer,918.0,609.0,199.0,481.0,697.0,386.0,436.0,65.0,769.0,318.0,122.0
TAK1,139.0,580.0,855.0,443.0,809.0,935.0,452.0,204.0,688.0,128.0,753.0
MAP4K2,319.0,439.0,293.0,767.0,978.0,669.0,600.0,1.0,855.0,407.0,687.0
TAK,748.0,370.0,675.0,364.0,964.0,867.0,576.0,0.0,594.0,336.0,525.0
ERK2,322.0,713.0,144.0,398.0,996.0,881.0,898.0,11.0,108.0,487.0,729.0
ERK1,455.0,144.0,398.0,210.0,685.0,988.0,93.0,290.0,569.0,887.0,76.0
HDAC6,760.0,199.0,501.0,21.0,440.0,976.0,385.0,751.0,762.0,324.0,72.0
HDAC8,832.0,703.0,650.0,398.0,698.0,590.0,527.0,153.0,218.0,530.0,17.0
Endothelin-1 receptor (EDNRA),314.0,547.0,217.0,744.0,880.0,915.0,675.0,12.0,729.0,302.0,531.0
BIRC5,1.0,667.0,336.0,513.0,837.0,939.0,120.0,366.0,942.0,718.0,886.0
MDM4,235.0,594.0,521.0,531.0,945.0,776.0,234.0,10.0,915.0,328.0,355.0
HDAC,655.0,655.0,210.0,983.0,175.0,386.0,620.0,289.0,366.0,363.0,366.0
RAR,447.0,830.0,125.0,996.0,403.0,319.0,606.0,95.0,472.0,457.0,615.0
HDAC1-10,754.0,405.0,143.0,292.0,600.0,137.0,687.0,725.0,717.0,147.0,947.0
VEGFR1,42.0,451.0,624.0,697.0,174.0,940.0,494.0,582.0,902.0,583.0,298.0
VEGFR3,85.0,435.0,644.0,601.0,39.0,909.0,522.0,899.0,883.0,574.0,422.0
MEK5,158.0,575.0,164.0,737.0,995.0,869.0,286.0,5.0,762.0,351.0,713.0
MTORC2,971.0,256.0,915.0,12.0,298.0,978.0,680.0,857.0,136.0,75.0,32.0
Angiopoietin-1 receptor,610.0,774.0,710.0,975.0,892.0,348.0,676.0,1.0,556.0,123.0,701.0
JAK3,191.0,391.0,441.0,286.0,774.0,990.0,281.0,235.0,562.0,776.0,87.0
IKKB,623.0,160.0,343.0,378.0,932.0,947.0,663.0,16.0,717.0,209.0,474.0
MAP3K8,212.0,705.0,332.0,777.0,999.0,400.0,505.0,0.0,945.0,200.0,951.0
MPS1,333.0,521.0,117.0,608.0,978.0,381.0,666.0,62.0,595.0,414.0,666.0
EPHB4,55.0,714.0,467.0,367.0,953.0,909.0,471.0,143.0,308.0,764.0,723.0
RNA Polymerase 1,960.0,207.0,778.0,142.0,474.0,614.0,800.0,744.0,244.0,70.0,92.0
PI3Kalpha,948.0,54.0,722.0,1.0,398.0,983.0,148.0,978.0,121.0,355.0,218.0
DAPK3,924.0,49.0,722.0,1.0,358.0,980.0,114.0,979.0,113.0,404.0,243.0
CLK4,921.0,40.0,732.0,1.0,482.0,989.0,142.0,968.0,146.0,377.0,235.0
PIM3,976.0,71.0,385.0,2.0,490.0,974.0,180.0,942.0,55.0,603.0,175.0
HIPK2,914.0,42.0,712.0,1.0,417.0,987.0,154.0,984.0,106.0,367.0,241.0
ALK5,886.0,749.0,653.0,546.0,890.0,442.0,941.0,9.0,215.0,160.0,702.0
TNKS1,152.0,989.0,281.0,744.0,835.0,390.0,27.0,41.0,809.0,766.0,351.0
TNKS2,163.0,970.0,235.0,718.0,859.0,325.0,33.0,54.0,834.0,785.0,369.0
ROCK,918.0,13.0,329.0,7.0,602.0,848.0,752.0,996.0,560.0,50.0,181.0
PYKFYVE,637.0,913.0,44.0,551.0,937.0,599.0,230.0,10.0,434.0,710.0,696.0
DDR1,567.0,208.0,756.0,9.0,547.0,973.0,305.0,982.0,334.0,127.0,97.0
RIPK1,983.0,139.0,752.0,86.0,419.0,557.0,538.0,895.0,93.0,154.0,505.0
CAMK2,990.0,336.0,369.0,100.0,277.0,740.0,422.0,953.0,180.0,68.0,77.0
LXR,738.0,141.0,932.0,102.0,38.0,975.0,182.0,844.0,616.0,619.0,58.0
FXR,758.0,126.0,940.0,94.0,45.0,963.0,238.0,788.0,665.0,578.0,63.0
SIRT1,909.0,611.0,354.0,481.0,89.0,500.0,468.0,890.0,279.0,194.0,180.0
AMPK agonist,873.0,353.0,202.0,780.0,573.0,357.0,637.0,260.0,603.0,175.0,110.0
TOP1,953.0,680.0,789.0,350.0,32.0,92.0,604.0,753.0,514.0,308.0,856.0
Antimetabolite,801.0,117.0,432.0,129.0,568.0,315.0,865.0,483.0,969.0,141.0,246.0
Retinoic acid,822.0,617.0,144.0,305.0,695.0,341.0,233.0,108.0,598.0,941.0,115.0
HDAC inhibitor Class I,834.0,381.0,969.0,91.0,229.0,184.0,817.0,606.0,638.0,426.0,368.0
IIa,887.0,387.0,972.0,84.0,155.0,177.0,844.0,672.0,653.0,374.0,383.0
IIb,734.0,396.0,975.0,175.0,184.0,233.0,784.0,566.0,658.0,477.0,436.0
IV,831.0,289.0,973.0,88.0,185.0,218.0,850.0,565.0,692.0,419.0,390.0
MEK1,2.0,965.0,766.0,952.0,679.0,555.0,932.0,118.0,675.0,312.0,655.0
MEK2,1.0,955.0,808.0,932.0,730.0,664.0,926.0,96.0,700.0,296.0,637.0
PARP1,996.0,283.0,317.0,10.0,24.0,718.0,243.0,959.0,579.0,351.0,157.0
PARP2,999.0,256.0,336.0,6.0,13.0,664.0,208.0,977.0,563.0,411.0,166.0
TEC,186.0,178.0,997.0,618.0,377.0,806.0,897.0,82.0,936.0,279.0,106.0
CRBN,989.0,223.0,510.0,102.0,242.0,697.0,384.0,860.0,259.0,155.0,62.0
CHEK1,566.0,619.0,900.0,925.0,364.0,24.0,909.0,22.0,926.0,303.0,680.0
CHEK2,185.0,854.0,119.0,873.0,778.0,115.0,536.0,28.0,909.0,493.0,917.0
NTRK1,167.0,814.0,302.0,971.0,878.0,111.0,597.0,1.0,985.0,291.0,699.0
NTRK3,925.0,158.0,968.0,251.0,54.0,255.0,795.0,823.0,653.0,288.0,71.0
p38,944.0,408.0,495.0,80.0,486.0,356.0,496.0,282.0,823.0,425.0,241.0
TBK1,576.0,259.0,970.0,445.0,123.0,280.0,916.0,555.0,891.0,128.0,399.0
DNAPK,685.0,521.0,899.0,682.0,368.0,80.0,625.0,280.0,802.0,370.0,382.0
PIM1,591.0,781.0,39.0,826.0,745.0,229.0,630.0,49.0,517.0,847.0,344.0
JNK,485.0,238.0,642.0,565.0,536.0,608.0,568.0,135.0,988.0,145.0,119.0
WEE1,864.0,278.0,986.0,682.0,133.0,134.0,898.0,295.0,604.0,269.0,252.0
MDM2,986.0,234.0,888.0,293.0,20.0,557.0,400.0,961.0,190.0,367.0,3.0
FGFR3,982.0,271.0,826.0,37.0,49.0,753.0,536.0,863.0,535.0,498.0,105.0
PI3K (Class 1),450.0,387.0,874.0,815.0,284.0,127.0,909.0,261.0,843.0,300.0,610.0
PPM1D,901.0,183.0,485.0,190.0,108.0,978.0,100.0,936.0,159.0,726.0,34.0
RAC1,1000.0,68.0,692.0,68.0,42.0,467.0,784.0,888.0,77.0,504.0,8.0
RAC2,997.0,141.0,743.0,100.0,55.0,421.0,677.0,798.0,106.0,568.0,7.0
RAC3,999.0,195.0,608.0,172.0,108.0,259.0,754.0,684.0,109.0,665.0,25.0
S6K1,933.0,76.0,847.0,105.0,153.0,855.0,802.0,849.0,458.0,218.0,46.0
LOK,188.0,444.0,401.0,673.0,342.0,181.0,246.0,849.0,519.0,936.0,422.0
TRCB,113.0,465.0,530.0,750.0,289.0,175.0,128.0,866.0,467.0,956.0,338.0
ABL(T315I),185.0,497.0,404.0,626.0,367.0,161.0,181.0,870.0,514.0,954.0,440.0
ADCK4,344.0,974.0,129.0,980.0,546.0,21.0,684.0,615.0,96.0,310.0,978.0
BRSK2,82.0,424.0,841.0,729.0,498.0,619.0,890.0,157.0,929.0,354.0,236.0
MARK4,75.0,493.0,802.0,879.0,525.0,546.0,805.0,124.0,904.0,355.0,311.0
PRKCD,43.0,523.0,814.0,908.0,536.0,518.0,871.0,120.0,891.0,339.0,281.0
SPRK1,137.0,474.0,740.0,856.0,607.0,289.0,860.0,66.0,933.0,375.0,351.0
MAPK7,317.0,805.0,619.0,998.0,822.0,164.0,488.0,0.0,714.0,561.0,708.0
ATR,73.0,898.0,35.0,881.0,511.0,670.0,28.0,715.0,316.0,879.0,774.0
ALK4,940.0,799.0,369.0,367.0,146.0,115.0,590.0,989.0,11.0,363.0,677.0
ESR1,223.0,364.0,677.0,973.0,462.0,169.0,627.0,53.0,857.0,774.0,337.0
EGLN1,434.0,811.0,53.0,885.0,852.0,105.0,846.0,12.0,762.0,603.0,890.0
RNA helicase A,723.0,647.0,619.0,839.0,42.0,168.0,478.0,839.0,407.0,475.0,720.0
Induces reactive oxygen species,432.0,882.0,561.0,959.0,463.0,250.0,188.0,39.0,651.0,569.0,696.0
NAMPT,887.0,56.0,662.0,33.0,265.0,769.0,890.0,917.0,389.0,366.0,212.0
TRAIL receptor agonist,680.0,511.0,488.0,799.0,873.0,104.0,484.0,5.0,849.0,669.0,944.0
L3MBTL3,100.0,742.0,98.0,728.0,726.0,705.0,239.0,112.0,938.0,613.0,802.0
DOT1L,564.0,556.0,551.0,697.0,203.0,820.0,460.0,90.0,779.0,578.0,620.0
DNA alkylating agent,208.0,658.0,421.0,623.0,638.0,226.0,669.0,137.0,936.0,531.0,646.0
NAE,542.0,885.0,740.0,599.0,61.0,509.0,955.0,932.0,156.0,172.0,498.0
