,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
JNK1,750.0,113.0,830.0,40.0,929.0,459.0,832.0,328.0,637.0,268.0,603.0
KSP,787.0,159.0,786.0,485.0,563.0,71.0,811.0,750.0,849.0,43.0,457.0
CDK6,592.0,650.0,113.0,863.0,534.0,687.0,325.0,411.0,166.0,666.0,268.0
p38alpha,890.0,790.0,404.0,323.0,742.0,487.0,372.0,238.0,475.0,78.0,315.0
p38beta,896.0,733.0,444.0,394.0,667.0,537.0,336.0,283.0,504.0,96.0,329.0
PI3K (class 1),182.0,69.0,584.0,654.0,343.0,788.0,40.0,892.0,799.0,554.0,620.0
PI3Kgamma,658.0,12.0,634.0,425.0,593.0,557.0,348.0,857.0,849.0,397.0,722.0
PKCB,501.0,314.0,112.0,780.0,479.0,548.0,49.0,820.0,847.0,370.0,379.0
RSK,308.0,688.0,298.0,647.0,429.0,417.0,132.0,684.0,698.0,342.0,195.0
PI3Kdelta,155.0,120.0,433.0,758.0,422.0,650.0,66.0,905.0,857.0,514.0,382.0
G9a and GLP methyltransferases,614.0,9.0,702.0,535.0,674.0,315.0,799.0,786.0,933.0,382.0,743.0
FLT4,473.0,487.0,211.0,346.0,585.0,686.0,196.0,722.0,465.0,726.0,678.0
AXL,580.0,339.0,137.0,338.0,588.0,601.0,275.0,808.0,566.0,727.0,700.0
NTRK2,566.0,355.0,718.0,589.0,273.0,53.0,890.0,735.0,646.0,336.0,546.0
IRAK1,507.0,19.0,734.0,772.0,431.0,311.0,347.0,867.0,922.0,256.0,505.0
LTK,359.0,976.0,252.0,578.0,350.0,850.0,304.0,162.0,129.0,774.0,387.0
Autophagy inducer,333.0,915.0,157.0,622.0,566.0,446.0,384.0,454.0,244.0,721.0,486.0
TAK1,883.0,871.0,729.0,129.0,683.0,372.0,920.0,59.0,322.0,360.0,802.0
MAP4K2,949.0,654.0,82.0,373.0,910.0,589.0,496.0,179.0,405.0,409.0,709.0
TAK,939.0,613.0,208.0,153.0,885.0,370.0,920.0,163.0,359.0,552.0,935.0
ERK2,276.0,20.0,800.0,264.0,356.0,689.0,345.0,803.0,780.0,897.0,794.0
ERK1,221.0,954.0,131.0,770.0,373.0,672.0,102.0,588.0,240.0,680.0,161.0
HDAC6,258.0,185.0,336.0,820.0,440.0,198.0,450.0,872.0,752.0,664.0,504.0
HDAC8,419.0,906.0,196.0,721.0,394.0,434.0,528.0,342.0,256.0,622.0,231.0
Endothelin-1 receptor (EDNRA),547.0,735.0,283.0,672.0,450.0,645.0,437.0,323.0,353.0,661.0,401.0
BIRC5,670.0,15.0,756.0,543.0,639.0,226.0,636.0,757.0,846.0,277.0,678.0
MDM4,655.0,37.0,639.0,689.0,776.0,60.0,906.0,690.0,783.0,236.0,571.0
HDAC,398.0,965.0,210.0,605.0,575.0,478.0,424.0,162.0,203.0,684.0,246.0
RAR,422.0,978.0,203.0,557.0,630.0,459.0,515.0,118.0,184.0,649.0,258.0
HDAC1-10,448.0,42.0,792.0,254.0,666.0,179.0,732.0,826.0,819.0,415.0,765.0
VEGFR1,348.0,848.0,123.0,821.0,465.0,473.0,123.0,532.0,440.0,512.0,182.0
VEGFR3,416.0,696.0,145.0,808.0,483.0,421.0,148.0,553.0,596.0,411.0,191.0
MEK5,540.0,895.0,113.0,626.0,706.0,382.0,395.0,465.0,199.0,589.0,529.0
MTORC2,583.0,32.0,685.0,638.0,380.0,710.0,284.0,443.0,789.0,569.0,673.0
Angiopoietin-1 receptor,222.0,685.0,178.0,624.0,647.0,332.0,162.0,728.0,523.0,554.0,228.0
JAK3,493.0,480.0,365.0,616.0,543.0,576.0,217.0,516.0,448.0,457.0,269.0
IKKB,688.0,221.0,156.0,319.0,733.0,628.0,394.0,729.0,568.0,711.0,572.0
MAP3K8,646.0,218.0,229.0,530.0,634.0,213.0,478.0,876.0,795.0,247.0,491.0
MPS1,549.0,60.0,403.0,490.0,524.0,299.0,544.0,737.0,877.0,701.0,726.0
EPHB4,320.0,74.0,472.0,150.0,585.0,482.0,257.0,885.0,692.0,854.0,837.0
RNA Polymerase 1,584.0,106.0,703.0,728.0,362.0,121.0,667.0,695.0,860.0,244.0,195.0
PI3Kalpha,631.0,170.0,801.0,666.0,665.0,328.0,292.0,574.0,809.0,51.0,370.0
DAPK3,637.0,159.0,807.0,681.0,675.0,316.0,292.0,582.0,790.0,61.0,372.0
CLK4,626.0,130.0,810.0,663.0,674.0,341.0,282.0,566.0,825.0,60.0,372.0
PIM3,788.0,328.0,875.0,698.0,729.0,307.0,417.0,321.0,768.0,22.0,265.0
HIPK2,634.0,161.0,812.0,672.0,663.0,332.0,290.0,581.0,815.0,48.0,351.0
ALK5,488.0,812.0,550.0,210.0,690.0,596.0,752.0,190.0,224.0,629.0,716.0
TNKS1,767.0,678.0,186.0,345.0,744.0,708.0,99.0,259.0,366.0,623.0,853.0
TNKS2,662.0,702.0,158.0,387.0,708.0,760.0,73.0,300.0,321.0,680.0,847.0
ROCK,645.0,551.0,113.0,287.0,875.0,537.0,449.0,676.0,439.0,493.0,735.0
PYKFYVE,407.0,161.0,313.0,443.0,539.0,51.0,579.0,983.0,876.0,311.0,436.0
DDR1,870.0,253.0,390.0,751.0,781.0,346.0,621.0,150.0,829.0,164.0,328.0
RIPK1,756.0,34.0,588.0,672.0,449.0,358.0,491.0,620.0,948.0,258.0,461.0
CAMK2,745.0,634.0,229.0,826.0,642.0,375.0,500.0,191.0,568.0,350.0,332.0
LXR,703.0,237.0,633.0,464.0,464.0,329.0,943.0,517.0,861.0,202.0,561.0
FXR,733.0,420.0,653.0,447.0,524.0,344.0,960.0,418.0,847.0,182.0,557.0
SIRT1,459.0,865.0,250.0,494.0,509.0,512.0,721.0,317.0,196.0,796.0,531.0
AMPK agonist,608.0,861.0,182.0,803.0,580.0,445.0,579.0,378.0,288.0,412.0,362.0
TOP1,269.0,859.0,439.0,669.0,349.0,335.0,526.0,584.0,237.0,476.0,231.0
Antimetabolite,704.0,731.0,477.0,781.0,298.0,464.0,676.0,264.0,231.0,501.0,366.0
Retinoic acid,218.0,807.0,213.0,900.0,454.0,522.0,384.0,582.0,340.0,507.0,189.0
HDAC inhibitor Class I,80.0,559.0,498.0,897.0,90.0,661.0,145.0,749.0,477.0,729.0,400.0
IIa,65.0,523.0,459.0,902.0,104.0,686.0,132.0,708.0,474.0,798.0,437.0
IIb,85.0,485.0,487.0,896.0,95.0,621.0,155.0,714.0,510.0,759.0,414.0
IV,97.0,350.0,623.0,847.0,122.0,628.0,133.0,707.0,609.0,719.0,441.0
MEK1,171.0,158.0,651.0,502.0,165.0,787.0,103.0,515.0,776.0,828.0,332.0
MEK2,184.0,298.0,601.0,467.0,152.0,798.0,118.0,519.0,724.0,819.0,290.0
PARP1,198.0,872.0,309.0,884.0,204.0,713.0,348.0,544.0,266.0,566.0,200.0
PARP2,226.0,887.0,292.0,862.0,190.0,730.0,377.0,467.0,274.0,518.0,209.0
TEC,48.0,806.0,177.0,813.0,27.0,535.0,112.0,969.0,350.0,889.0,244.0
CRBN,160.0,718.0,469.0,783.0,264.0,637.0,249.0,486.0,449.0,777.0,288.0
CHEK1,317.0,155.0,515.0,946.0,87.0,401.0,257.0,778.0,712.0,603.0,374.0
CHEK2,453.0,56.0,636.0,770.0,199.0,556.0,240.0,772.0,787.0,570.0,665.0
NTRK1,450.0,791.0,119.0,788.0,102.0,402.0,332.0,737.0,566.0,582.0,411.0
NTRK3,575.0,935.0,417.0,272.0,408.0,278.0,888.0,260.0,187.0,621.0,591.0
p38,134.0,611.0,335.0,933.0,108.0,691.0,74.0,733.0,585.0,671.0,239.0
TBK1,145.0,904.0,132.0,870.0,98.0,730.0,281.0,512.0,114.0,965.0,604.0
DNAPK,97.0,199.0,503.0,900.0,216.0,842.0,39.0,574.0,314.0,950.0,551.0
PIM1,698.0,915.0,579.0,436.0,632.0,551.0,775.0,67.0,290.0,379.0,216.0
JNK,736.0,798.0,341.0,857.0,335.0,344.0,518.0,396.0,405.0,459.0,649.0
WEE1,288.0,920.0,299.0,865.0,195.0,268.0,509.0,486.0,246.0,592.0,103.0
MDM2,161.0,927.0,393.0,700.0,246.0,374.0,708.0,617.0,201.0,688.0,186.0
FGFR3,142.0,747.0,764.0,427.0,250.0,828.0,411.0,161.0,178.0,957.0,897.0
PI3K (Class 1),189.0,894.0,248.0,694.0,270.0,389.0,604.0,587.0,80.0,858.0,598.0
PPM1D,475.0,920.0,190.0,844.0,324.0,672.0,193.0,224.0,259.0,646.0,192.0
RAC1,308.0,973.0,279.0,673.0,399.0,766.0,243.0,132.0,77.0,815.0,242.0
RAC2,340.0,977.0,319.0,698.0,332.0,774.0,219.0,155.0,86.0,818.0,217.0
RAC3,343.0,971.0,292.0,626.0,428.0,730.0,277.0,139.0,100.0,781.0,247.0
S6K1,221.0,981.0,273.0,656.0,332.0,768.0,222.0,240.0,133.0,790.0,215.0
LOK,566.0,341.0,616.0,300.0,450.0,489.0,624.0,606.0,498.0,612.0,671.0
TRCB,554.0,268.0,548.0,306.0,474.0,495.0,671.0,618.0,496.0,585.0,658.0
ABL(T315I),523.0,218.0,609.0,335.0,541.0,524.0,615.0,532.0,541.0,533.0,725.0
ADCK4,804.0,845.0,264.0,328.0,646.0,708.0,798.0,132.0,97.0,730.0,778.0
BRSK2,266.0,545.0,609.0,456.0,625.0,618.0,413.0,412.0,401.0,591.0,492.0
MARK4,316.0,732.0,576.0,498.0,403.0,657.0,451.0,471.0,342.0,599.0,507.0
PRKCD,530.0,496.0,614.0,432.0,547.0,649.0,552.0,353.0,436.0,545.0,605.0
SPRK1,440.0,475.0,574.0,462.0,622.0,574.0,429.0,282.0,512.0,593.0,575.0
MAPK7,580.0,46.0,655.0,419.0,623.0,283.0,459.0,799.0,892.0,288.0,644.0
ATR,783.0,12.0,686.0,198.0,790.0,354.0,667.0,734.0,912.0,297.0,759.0
ALK4,512.0,894.0,794.0,746.0,405.0,787.0,663.0,47.0,199.0,591.0,729.0
ESR1,337.0,907.0,527.0,810.0,518.0,509.0,466.0,250.0,405.0,355.0,590.0
EGLN1,274.0,582.0,519.0,652.0,286.0,730.0,221.0,457.0,303.0,727.0,311.0
RNA helicase A,130.0,909.0,282.0,767.0,175.0,593.0,265.0,511.0,203.0,797.0,209.0
Induces reactive oxygen species,632.0,870.0,559.0,690.0,414.0,499.0,700.0,117.0,208.0,453.0,645.0
NAMPT,881.0,819.0,587.0,96.0,696.0,210.0,971.0,187.0,380.0,271.0,642.0
TRAIL receptor agonist,144.0,932.0,244.0,648.0,421.0,651.0,318.0,766.0,103.0,629.0,393.0
L3MBTL3,371.0,988.0,224.0,767.0,381.0,844.0,190.0,278.0,47.0,573.0,261.0
DOT1L,389.0,691.0,317.0,897.0,154.0,747.0,132.0,398.0,224.0,798.0,371.0
DNA alkylating agent,615.0,905.0,216.0,564.0,601.0,636.0,344.0,209.0,311.0,498.0,276.0
NAE,49.0,860.0,397.0,852.0,123.0,410.0,372.0,749.0,168.0,855.0,435.0
