,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
PKC,64.0,401.0,682.0,981.0,186.0,956.0,279.0,522.0,281.0,440.0,318.0
CDK4,588.0,216.0,62.0,691.0,926.0,489.0,612.0,108.0,723.0,439.0,572.0
LCK,469.0,560.0,38.0,969.0,473.0,245.0,771.0,840.0,71.0,44.0,873.0
FYN,18.0,683.0,2.0,998.0,994.0,881.0,458.0,258.0,586.0,47.0,831.0
BMX,969.0,907.0,269.0,111.0,13.0,77.0,870.0,997.0,134.0,406.0,276.0
PLK1,66.0,562.0,118.0,325.0,957.0,985.0,609.0,51.0,998.0,64.0,627.0
PLK2,44.0,400.0,131.0,586.0,997.0,984.0,488.0,2.0,999.0,62.0,774.0
PLK3,787.0,681.0,226.0,10.0,676.0,423.0,769.0,312.0,996.0,487.0,214.0
IGF1R,766.0,75.0,6.0,763.0,114.0,835.0,505.0,937.0,617.0,692.0,80.0
IR,79.0,236.0,861.0,164.0,994.0,806.0,209.0,8.0,930.0,840.0,561.0
ITK,119.0,265.0,224.0,69.0,762.0,953.0,340.0,192.0,999.0,520.0,701.0
RSK2,320.0,770.0,109.0,963.0,977.0,595.0,597.0,149.0,307.0,6.0,944.0
Dihydrofolate reductase (DHFR),584.0,295.0,900.0,11.0,315.0,799.0,232.0,412.0,912.0,677.0,701.0
MTOR,385.0,182.0,522.0,960.0,849.0,554.0,420.0,180.0,837.0,17.0,774.0
AKT1,382.0,257.0,932.0,989.0,3.0,114.0,304.0,981.0,115.0,854.0,236.0
AKT2,226.0,244.0,896.0,994.0,8.0,102.0,259.0,967.0,181.0,728.0,314.0
AKT3,152.0,942.0,19.0,63.0,962.0,757.0,537.0,210.0,986.0,253.0,899.0
HDAC1,727.0,389.0,335.0,27.0,380.0,999.0,377.0,179.0,756.0,635.0,707.0
HDAC3,703.0,44.0,407.0,156.0,995.0,716.0,107.0,7.0,949.0,546.0,777.0
IKK,228.0,146.0,996.0,971.0,4.0,237.0,490.0,606.0,80.0,993.0,105.0
PI3Kbeta,2.0,208.0,996.0,999.0,527.0,470.0,100.0,39.0,165.0,787.0,932.0
ERK5,780.0,730.0,150.0,4.0,992.0,123.0,591.0,197.0,903.0,819.0,313.0
BET,439.0,753.0,19.0,21.0,1000.0,518.0,762.0,126.0,999.0,182.0,501.0
EIF2A,343.0,768.0,540.0,64.0,481.0,570.0,541.0,700.0,863.0,698.0,514.0
ERBB2,947.0,514.0,407.0,843.0,48.0,348.0,795.0,489.0,123.0,734.0,153.0
ROCK1,114.0,271.0,993.0,810.0,84.0,487.0,392.0,312.0,557.0,428.0,933.0
ROCK2,814.0,331.0,549.0,199.0,218.0,425.0,695.0,418.0,953.0,226.0,780.0
Anthracycline,273.0,550.0,1.0,525.0,1000.0,974.0,432.0,80.0,993.0,6.0,746.0
TOP2,77.0,592.0,779.0,208.0,985.0,876.0,725.0,19.0,997.0,25.0,924.0
Pyrimidine antimetabolite,219.0,841.0,28.0,650.0,999.0,797.0,634.0,185.0,958.0,1.0,924.0
DNA crosslinker,525.0,825.0,4.0,332.0,970.0,905.0,600.0,703.0,964.0,8.0,648.0
Microtubule destabiliser,58.0,149.0,988.0,399.0,778.0,737.0,625.0,21.0,990.0,171.0,465.0
SHP-1 (PTPN6),627.0,630.0,915.0,668.0,47.0,95.0,282.0,948.0,5.0,968.0,107.0
SHP-2 (PTPN11),501.0,594.0,945.0,759.0,71.0,74.0,305.0,940.0,5.0,976.0,140.0
AR,883.0,819.0,743.0,96.0,23.0,647.0,486.0,307.0,169.0,988.0,261.0
ARFGAP1,81.0,200.0,349.0,690.0,356.0,931.0,110.0,910.0,722.0,210.0,950.0
ATM,228.0,172.0,860.0,997.0,56.0,184.0,200.0,900.0,8.0,611.0,948.0
PPK,227.0,115.0,994.0,137.0,575.0,403.0,298.0,67.0,584.0,983.0,574.0
FLT1,428.0,320.0,629.0,59.0,989.0,368.0,257.0,11.0,694.0,892.0,772.0
c-FGR,165.0,112.0,997.0,125.0,773.0,390.0,294.0,19.0,625.0,977.0,581.0
GSK3A,61.0,503.0,869.0,748.0,291.0,880.0,516.0,187.0,229.0,983.0,115.0
GSK3B,28.0,598.0,902.0,627.0,296.0,925.0,545.0,207.0,396.0,988.0,117.0
PDGFRA,686.0,260.0,963.0,648.0,1.0,107.0,804.0,989.0,30.0,882.0,424.0
VEGFR2,181.0,215.0,891.0,10.0,994.0,607.0,56.0,37.0,915.0,961.0,444.0
FGFR1,94.0,96.0,987.0,7.0,84.0,924.0,199.0,501.0,644.0,1000.0,129.0
TIE2,304.0,489.0,429.0,4.0,999.0,752.0,152.0,26.0,973.0,732.0,724.0
JNK2,28.0,882.0,525.0,578.0,675.0,892.0,599.0,556.0,407.0,392.0,696.0
JNK3,30.0,12.0,954.0,781.0,656.0,907.0,494.0,12.0,778.0,827.0,263.0
FAK,269.0,64.0,956.0,188.0,674.0,760.0,663.0,68.0,727.0,765.0,408.0
FAK2,292.0,62.0,944.0,180.0,721.0,714.0,621.0,78.0,718.0,786.0,468.0
BRD2,513.0,714.0,964.0,59.0,38.0,353.0,549.0,748.0,492.0,913.0,274.0
BRD3,536.0,786.0,919.0,73.0,63.0,249.0,583.0,759.0,488.0,883.0,276.0
BRD4,262.0,28.0,809.0,351.0,185.0,822.0,259.0,683.0,541.0,987.0,98.0
BRDT,39.0,1.0,653.0,931.0,894.0,977.0,57.0,28.0,508.0,915.0,614.0
HDAC2,302.0,241.0,959.0,105.0,919.0,556.0,437.0,20.0,798.0,549.0,839.0
HIF-PH,755.0,180.0,782.0,763.0,646.0,174.0,176.0,160.0,18.0,973.0,605.0
Farnesyl-transferase (FNTA),43.0,638.0,56.0,834.0,1000.0,660.0,334.0,49.0,928.0,61.0,841.0
PDK1 (PDPK1),447.0,521.0,274.0,279.0,996.0,89.0,288.0,283.0,628.0,239.0,936.0
not defined,877.0,787.0,783.0,117.0,792.0,702.0,901.0,206.0,7.0,353.0,799.0
XIAP,26.0,137.0,62.0,914.0,916.0,997.0,49.0,312.0,844.0,229.0,971.0
PPARgamma,13.0,757.0,17.0,825.0,983.0,905.0,755.0,214.0,599.0,397.0,498.0
PPARdelta,21.0,790.0,17.0,857.0,978.0,895.0,787.0,260.0,607.0,340.0,487.0
Procaspase-3,555.0,321.0,5.0,880.0,273.0,731.0,150.0,994.0,217.0,425.0,702.0
Procaspase-7,550.0,322.0,3.0,866.0,445.0,767.0,147.0,979.0,317.0,356.0,684.0
PAK1,395.0,871.0,7.0,959.0,958.0,489.0,290.0,889.0,282.0,6.0,987.0
SGK2,66.0,848.0,376.0,255.0,675.0,787.0,499.0,815.0,719.0,62.0,968.0
SGK3,91.0,828.0,383.0,236.0,690.0,794.0,485.0,777.0,686.0,67.0,964.0
SYK,39.0,925.0,12.0,580.0,973.0,830.0,609.0,671.0,982.0,21.0,833.0
Antimetabolite (DNA & RNA),54.0,936.0,868.0,457.0,0.0,216.0,898.0,988.0,879.0,416.0,314.0
SERCA,17.0,366.0,15.0,846.0,1000.0,985.0,332.0,4.0,996.0,16.0,892.0
BCL2,181.0,497.0,733.0,670.0,906.0,496.0,171.0,476.0,276.0,606.0,554.0
BCL-XL,122.0,478.0,690.0,759.0,910.0,542.0,150.0,519.0,348.0,499.0,653.0
BCL-W,573.0,8.0,95.0,230.0,878.0,959.0,98.0,234.0,665.0,916.0,576.0
MCL1,62.0,928.0,149.0,388.0,999.0,577.0,549.0,53.0,884.0,9.0,949.0
Retinioic X receptor (RXR) agonist,28.0,583.0,839.0,702.0,774.0,861.0,48.0,179.0,729.0,559.0,933.0
dsDNA break induction,6.0,896.0,233.0,895.0,983.0,813.0,896.0,6.0,999.0,38.0,597.0
BTK,915.0,454.0,208.0,427.0,866.0,45.0,588.0,312.0,240.0,359.0,628.0
HSP90,273.0,640.0,79.0,728.0,1000.0,624.0,655.0,2.0,990.0,0.0,591.0
Biguanide agent,346.0,690.0,901.0,418.0,0.0,833.0,685.0,990.0,369.0,572.0,524.0
PDGFRB,640.0,168.0,937.0,53.0,973.0,69.0,234.0,19.0,628.0,820.0,618.0
IKK1,852.0,389.0,436.0,311.0,154.0,261.0,695.0,696.0,531.0,211.0,704.0
IKK2,973.0,645.0,671.0,9.0,736.0,121.0,251.0,472.0,407.0,375.0,850.0
Amyloid beta20,146.0,663.0,625.0,101.0,494.0,806.0,241.0,196.0,820.0,996.0,342.0
Amyloid beta40,134.0,707.0,673.0,143.0,327.0,666.0,375.0,291.0,707.0,991.0,284.0
JAK1,838.0,551.0,555.0,228.0,42.0,655.0,215.0,930.0,106.0,899.0,612.0
JAK2,742.0,87.0,981.0,43.0,686.0,93.0,213.0,111.0,490.0,936.0,667.0
JNK1,654.0,215.0,34.0,970.0,956.0,262.0,472.0,141.0,932.0,64.0,528.0
KSP,461.0,501.0,620.0,640.0,176.0,238.0,879.0,835.0,788.0,23.0,323.0
CDK6,308.0,104.0,959.0,777.0,972.0,64.0,529.0,4.0,806.0,419.0,422.0
p38alpha,976.0,956.0,931.0,116.0,2.0,22.0,883.0,990.0,19.0,313.0,751.0
p38beta,992.0,948.0,945.0,110.0,0.0,12.0,876.0,987.0,4.0,340.0,749.0
PI3K (class 1),353.0,47.0,188.0,1000.0,312.0,292.0,336.0,688.0,123.0,595.0,386.0
PI3Kgamma,960.0,453.0,20.0,522.0,514.0,428.0,572.0,853.0,54.0,259.0,655.0
PKCB,990.0,539.0,36.0,158.0,197.0,98.0,924.0,933.0,86.0,662.0,93.0
RSK,828.0,673.0,454.0,538.0,7.0,166.0,513.0,971.0,79.0,985.0,63.0
PI3Kdelta,922.0,575.0,357.0,802.0,92.0,72.0,839.0,929.0,17.0,294.0,522.0
G9a and GLP methyltransferases,839.0,188.0,162.0,126.0,594.0,438.0,519.0,405.0,981.0,803.0,55.0
FLT4,791.0,373.0,219.0,453.0,752.0,257.0,181.0,651.0,547.0,470.0,443.0
AXL,901.0,838.0,6.0,178.0,972.0,393.0,555.0,494.0,612.0,107.0,709.0
NTRK2,11.0,50.0,901.0,881.0,999.0,821.0,279.0,1.0,984.0,328.0,734.0
IRAK1,980.0,526.0,37.0,133.0,599.0,160.0,802.0,528.0,786.0,222.0,284.0
LTK,793.0,218.0,805.0,703.0,165.0,73.0,467.0,805.0,11.0,941.0,545.0
Autophagy inducer,719.0,888.0,658.0,104.0,494.0,125.0,294.0,824.0,182.0,639.0,915.0
TAK1,115.0,699.0,592.0,283.0,978.0,826.0,735.0,51.0,962.0,190.0,296.0
MAP4K2,895.0,438.0,697.0,106.0,198.0,40.0,272.0,947.0,74.0,925.0,331.0
TAK,959.0,334.0,693.0,32.0,800.0,68.0,183.0,624.0,149.0,942.0,332.0
ERK2,477.0,935.0,56.0,46.0,381.0,552.0,834.0,929.0,914.0,551.0,123.0
ERK1,999.0,219.0,680.0,473.0,331.0,41.0,91.0,575.0,5.0,955.0,439.0
HDAC6,969.0,940.0,616.0,52.0,164.0,31.0,648.0,836.0,433.0,428.0,680.0
HDAC8,355.0,905.0,681.0,329.0,190.0,19.0,741.0,965.0,462.0,740.0,377.0
Endothelin-1 receptor (EDNRA),951.0,762.0,524.0,353.0,53.0,234.0,376.0,973.0,2.0,940.0,417.0
BIRC5,400.0,379.0,27.0,299.0,1000.0,790.0,368.0,1.0,998.0,74.0,821.0
MDM4,952.0,868.0,115.0,654.0,533.0,87.0,224.0,881.0,55.0,321.0,858.0
HDAC,930.0,275.0,407.0,663.0,145.0,252.0,154.0,917.0,9.0,879.0,488.0
RAR,932.0,194.0,476.0,685.0,43.0,315.0,135.0,948.0,6.0,971.0,408.0
HDAC1-10,553.0,408.0,501.0,3.0,924.0,985.0,141.0,19.0,993.0,274.0,870.0
VEGFR1,837.0,298.0,516.0,810.0,562.0,133.0,237.0,585.0,83.0,739.0,201.0
VEGFR3,923.0,339.0,495.0,911.0,302.0,57.0,341.0,878.0,23.0,727.0,111.0
MEK5,929.0,453.0,875.0,134.0,591.0,27.0,235.0,451.0,17.0,979.0,360.0
MTORC2,126.0,904.0,543.0,894.0,811.0,161.0,839.0,514.0,184.0,71.0,820.0
Angiopoietin-1 receptor,836.0,761.0,315.0,26.0,354.0,386.0,679.0,794.0,186.0,847.0,590.0
JAK3,969.0,701.0,351.0,877.0,176.0,23.0,324.0,857.0,1.0,770.0,379.0
IKKB,960.0,894.0,662.0,8.0,63.0,29.0,773.0,976.0,154.0,878.0,213.0
MAP3K8,914.0,879.0,196.0,98.0,739.0,257.0,391.0,614.0,479.0,507.0,430.0
MPS1,964.0,815.0,380.0,34.0,62.0,269.0,496.0,993.0,303.0,378.0,506.0
EPHB4,751.0,872.0,408.0,13.0,714.0,515.0,846.0,318.0,909.0,498.0,164.0
RNA Polymerase 1,210.0,987.0,299.0,719.0,758.0,77.0,449.0,882.0,677.0,8.0,960.0
PI3Kalpha,532.0,816.0,486.0,524.0,998.0,304.0,296.0,28.0,443.0,26.0,977.0
DAPK3,427.0,778.0,462.0,607.0,999.0,334.0,291.0,18.0,404.0,41.0,974.0
CLK4,407.0,834.0,517.0,525.0,998.0,418.0,339.0,23.0,484.0,33.0,973.0
PIM3,264.0,573.0,803.0,481.0,958.0,864.0,79.0,23.0,472.0,320.0,966.0
HIPK2,481.0,823.0,461.0,486.0,998.0,336.0,332.0,7.0,471.0,36.0,967.0
ALK5,949.0,821.0,148.0,59.0,138.0,397.0,503.0,962.0,50.0,907.0,465.0
TNKS1,914.0,599.0,150.0,128.0,993.0,220.0,412.0,3.0,485.0,946.0,430.0
TNKS2,845.0,453.0,126.0,242.0,996.0,164.0,333.0,1.0,415.0,949.0,408.0
ROCK,641.0,938.0,703.0,64.0,23.0,72.0,976.0,905.0,751.0,715.0,170.0
PYKFYVE,986.0,922.0,333.0,461.0,55.0,3.0,733.0,970.0,67.0,361.0,262.0
DDR1,925.0,884.0,279.0,41.0,907.0,245.0,547.0,425.0,138.0,410.0,921.0
RIPK1,977.0,760.0,758.0,67.0,4.0,11.0,945.0,999.0,13.0,727.0,238.0
CAMK2,938.0,663.0,908.0,5.0,139.0,85.0,498.0,880.0,49.0,976.0,575.0
LXR,838.0,738.0,989.0,320.0,2.0,206.0,899.0,929.0,4.0,849.0,443.0
FXR,812.0,712.0,986.0,238.0,1.0,295.0,820.0,900.0,7.0,881.0,442.0
SIRT1,874.0,767.0,916.0,80.0,50.0,354.0,297.0,860.0,6.0,976.0,767.0
AMPK agonist,910.0,131.0,619.0,586.0,779.0,133.0,217.0,136.0,354.0,633.0,764.0
TOP1,72.0,869.0,935.0,734.0,684.0,728.0,866.0,35.0,933.0,23.0,556.0
Antimetabolite,297.0,624.0,997.0,773.0,345.0,402.0,567.0,573.0,244.0,71.0,540.0
Retinoic acid,360.0,124.0,938.0,915.0,4.0,636.0,207.0,912.0,51.0,981.0,221.0
HDAC inhibitor Class I,746.0,45.0,1000.0,630.0,85.0,347.0,226.0,528.0,9.0,848.0,702.0
IIa,813.0,49.0,994.0,559.0,48.0,411.0,234.0,623.0,14.0,856.0,627.0
IIb,828.0,37.0,996.0,653.0,32.0,355.0,230.0,657.0,3.0,862.0,571.0
IV,846.0,35.0,995.0,481.0,85.0,437.0,262.0,466.0,15.0,874.0,615.0
MEK1,57.0,97.0,499.0,747.0,461.0,831.0,637.0,442.0,671.0,953.0,50.0
MEK2,35.0,86.0,498.0,725.0,519.0,908.0,604.0,413.0,721.0,953.0,53.0
PARP1,273.0,680.0,774.0,442.0,916.0,36.0,448.0,51.0,939.0,714.0,241.0
PARP2,248.0,732.0,751.0,693.0,542.0,59.0,463.0,435.0,806.0,849.0,232.0
TEC,591.0,127.0,1000.0,914.0,10.0,32.0,534.0,664.0,141.0,922.0,48.0
CRBN,773.0,173.0,886.0,641.0,241.0,49.0,151.0,740.0,32.0,963.0,526.0
CHEK1,11.0,171.0,1000.0,697.0,574.0,730.0,313.0,22.0,642.0,893.0,429.0
CHEK2,257.0,11.0,998.0,565.0,736.0,345.0,162.0,105.0,362.0,896.0,385.0
NTRK1,139.0,352.0,998.0,496.0,897.0,417.0,212.0,29.0,355.0,908.0,339.0
NTRK3,1.0,43.0,993.0,977.0,997.0,964.0,107.0,0.0,945.0,520.0,827.0
p38,873.0,91.0,820.0,442.0,398.0,216.0,100.0,484.0,112.0,960.0,376.0
TBK1,69.0,204.0,996.0,992.0,756.0,88.0,545.0,16.0,208.0,856.0,231.0
DNAPK,155.0,95.0,1000.0,933.0,8.0,307.0,97.0,938.0,105.0,877.0,465.0
PIM1,272.0,31.0,807.0,264.0,20.0,975.0,95.0,617.0,626.0,978.0,199.0
JNK,773.0,752.0,914.0,69.0,56.0,205.0,260.0,940.0,10.0,994.0,471.0
WEE1,42.0,912.0,823.0,615.0,461.0,876.0,672.0,117.0,829.0,437.0,613.0
MDM2,186.0,756.0,932.0,730.0,116.0,439.0,809.0,540.0,645.0,550.0,70.0
FGFR3,693.0,273.0,861.0,852.0,0.0,495.0,730.0,994.0,6.0,959.0,68.0
PI3K (Class 1),26.0,254.0,988.0,999.0,58.0,838.0,438.0,405.0,725.0,177.0,327.0
PPM1D,909.0,112.0,958.0,182.0,168.0,660.0,212.0,101.0,111.0,983.0,359.0
RAC1,835.0,336.0,991.0,589.0,12.0,188.0,720.0,438.0,11.0,897.0,303.0
RAC2,786.0,277.0,996.0,517.0,15.0,252.0,643.0,358.0,13.0,935.0,414.0
RAC3,737.0,335.0,996.0,558.0,10.0,283.0,711.0,482.0,6.0,950.0,401.0
S6K1,912.0,604.0,253.0,154.0,222.0,676.0,491.0,118.0,326.0,948.0,648.0
LOK,550.0,163.0,739.0,666.0,757.0,316.0,556.0,79.0,511.0,545.0,579.0
TRCB,356.0,122.0,831.0,787.0,787.0,313.0,538.0,54.0,514.0,599.0,681.0
ABL(T315I),293.0,104.0,875.0,880.0,633.0,274.0,549.0,95.0,443.0,640.0,627.0
ADCK4,622.0,204.0,95.0,163.0,729.0,544.0,327.0,598.0,863.0,897.0,247.0
BRSK2,363.0,57.0,976.0,695.0,113.0,308.0,98.0,573.0,441.0,953.0,220.0
MARK4,330.0,42.0,955.0,753.0,151.0,331.0,104.0,605.0,500.0,925.0,244.0
PRKCD,374.0,44.0,953.0,725.0,140.0,253.0,95.0,528.0,423.0,933.0,240.0
SPRK1,558.0,62.0,970.0,599.0,54.0,278.0,114.0,771.0,369.0,965.0,193.0
MAPK7,480.0,59.0,764.0,722.0,598.0,377.0,188.0,96.0,394.0,981.0,201.0
ATR,962.0,165.0,165.0,186.0,898.0,901.0,476.0,5.0,951.0,416.0,504.0
ALK4,87.0,181.0,115.0,679.0,902.0,914.0,485.0,146.0,488.0,762.0,755.0
ESR1,947.0,63.0,912.0,626.0,1.0,291.0,227.0,856.0,30.0,991.0,213.0
EGLN1,595.0,586.0,867.0,654.0,37.0,547.0,379.0,957.0,7.0,851.0,134.0
RNA helicase A,77.0,841.0,830.0,265.0,941.0,494.0,863.0,85.0,976.0,68.0,690.0
Induces reactive oxygen species,142.0,596.0,417.0,989.0,959.0,161.0,335.0,149.0,871.0,64.0,758.0
NAMPT,950.0,85.0,841.0,104.0,862.0,268.0,244.0,66.0,639.0,353.0,717.0
TRAIL receptor agonist,916.0,504.0,965.0,371.0,14.0,88.0,435.0,990.0,45.0,960.0,9.0
L3MBTL3,988.0,318.0,796.0,212.0,15.0,194.0,277.0,937.0,9.0,995.0,23.0
DOT1L,927.0,348.0,993.0,141.0,62.0,95.0,161.0,919.0,12.0,977.0,179.0
DNA alkylating agent,973.0,904.0,315.0,56.0,21.0,81.0,663.0,952.0,391.0,961.0,281.0
NAE,59.0,627.0,947.0,720.0,968.0,243.0,705.0,19.0,938.0,64.0,621.0
